CD_NOM,GROUPTAXA,NOM_VALIDE
672546,Angiospermes,Cocconerion
673186,Angiospermes,Cocconerion balansae
674013,Angiospermes,Cocconerion minus
672691,Angiospermes,Myricanthe
673002,Angiospermes,Myricanthe discolor
192419,Angiospermes,Euphorbia
611147,Angiospermes,Euphorbia akenocarpa
97449,Angiospermes,Euphorbia aleppica
97452,Angiospermes,Euphorbia amygdaloides
134348,Angiospermes,Euphorbia amygdaloides subsp. amygdaloides
788950,Angiospermes,Euphorbia amygdaloides subsp. robbiae
134350,Angiospermes,Euphorbia amygdaloides subsp. semiperfoliata
97454,Angiospermes,Euphorbia angulata
455698,Angiospermes,Euphorbia atoto
629705,Angiospermes,Euphorbia balbisii
97461,Angiospermes,Euphorbia barrelieri
97463,Angiospermes,Euphorbia biumbellata
706275,Angiospermes,Euphorbia borbonica
97472,Angiospermes,Euphorbia canutii
97477,Angiospermes,Euphorbia chamaesyce
134355,Angiospermes,Euphorbia chamaesyce subsp. chamaesyce
134356,Angiospermes,Euphorbia chamaesyce subsp. massiliensis
97478,Angiospermes,Euphorbia characias
134357,Angiospermes,Euphorbia characias subsp. characias
134358,Angiospermes,Euphorbia characias subsp. veneta
97482,Angiospermes,Euphorbia corsica
97486,Angiospermes,Euphorbia cuneifolia
97489,Angiospermes,Euphorbia cupanii
445627,Angiospermes,Euphorbia cyathophora
97490,Angiospermes,Euphorbia cyparissias
611146,Angiospermes,Euphorbia davidii
97492,Angiospermes,Euphorbia dendroides
97493,Angiospermes,Euphorbia dentata
97502,Angiospermes,Euphorbia dulcis
967227,Angiospermes,Euphorbia dulcis subsp. purpurata
97504,Angiospermes,Euphorbia duvalii
97506,Angiospermes,Euphorbia epithymoides
97508,Angiospermes,Euphorbia esula
134367,Angiospermes,Euphorbia esula subsp. esula
134372,Angiospermes,Euphorbia esula subsp. saratoi
134373,Angiospermes,Euphorbia esula subsp. tommasiniana
97511,Angiospermes,Euphorbia exigua
97513,Angiospermes,Euphorbia falcata
134378,Angiospermes,Euphorbia falcata subsp. falcata
97516,Angiospermes,Euphorbia flavicoma
134382,Angiospermes,Euphorbia flavicoma subsp. flavicoma
134381,Angiospermes,Euphorbia flavicoma subsp. costeana
134385,Angiospermes,Euphorbia flavicoma subsp. mariolensis
134386,Angiospermes,Euphorbia flavicoma subsp. occidentalis
134387,Angiospermes,Euphorbia flavicoma subsp. verrucosa
789584,Angiospermes,Euphorbia fosbergi
97522,Angiospermes,Euphorbia gayi
97527,Angiospermes,Euphorbia glyptosperma
708133,Angiospermes,Euphorbia goliana
97533,Angiospermes,Euphorbia graminifolia
97537,Angiospermes,Euphorbia helioscopia
612466,Angiospermes,Euphorbia helioscopia subsp. helioscopia
97540,Angiospermes,Euphorbia heterophylla
97541,Angiospermes,Euphorbia hirsuta
97543,Angiospermes,Euphorbia humifusa
97544,Angiospermes,Euphorbia hyberna
639111,Angiospermes,Euphorbia hypericifolia
619438,Angiospermes,Euphorbia illirica
97550,Angiospermes,Euphorbia insularis
97713,Angiospermes,Euphorbia x gayeri
97716,Angiospermes,Euphorbia x jablonskiana
97718,Angiospermes,Euphorbia x martini
956411,Angiospermes,Euphorbia x martini nothosubsp. cornubiensis
956408,Angiospermes,Euphorbia x martini nothosubsp. martini
97720,Angiospermes,Euphorbia x pseudoesula
97721,Angiospermes,Euphorbia x pseudovillosa
97723,Angiospermes,Euphorbia x souliei
97556,Angiospermes,Euphorbia lathyris
97567,Angiospermes,Euphorbia loreyi
97571,Angiospermes,Euphorbia maculata
97574,Angiospermes,Euphorbia marginata
445631,Angiospermes,Euphorbia milii
97585,Angiospermes,Euphorbia myrsinites
97591,Angiospermes,Euphorbia nicaeensis
97594,Angiospermes,Euphorbia nutans
97601,Angiospermes,Euphorbia palustris
611148,Angiospermes,Euphorbia paralias x Euphorbia segetalis subsp. portlandica
97604,Angiospermes,Euphorbia paralias
97607,Angiospermes,Euphorbia peplis
97609,Angiospermes,Euphorbia peplus
97615,Angiospermes,Euphorbia pithyusa
97616,Angiospermes,Euphorbia platyphyllos
896778,Angiospermes,Euphorbia polygalifolia
97619,Angiospermes,Euphorbia polygonifolia
97623,Angiospermes,Euphorbia prostrata
97630,Angiospermes,Euphorbia pterococca
97635,Angiospermes,Euphorbia pyrenaica
708139,Angiospermes,Euphorbia reconciliationis
97644,Angiospermes,Euphorbia rigida
789587,Angiospermes,Euphorbia sachetiana
97659,Angiospermes,Euphorbia segetalis
134411,Angiospermes,Euphorbia segetalis subsp. segetalis
134410,Angiospermes,Euphorbia segetalis subsp. portlandica
97660,Angiospermes,Euphorbia seguieriana
134413,Angiospermes,Euphorbia seguieriana subsp. seguieriana
134412,Angiospermes,Euphorbia seguieriana subsp. loiseleurii
97666,Angiospermes,Euphorbia serpens
146587,Angiospermes,Euphorbia serpens var. serpens
146586,Angiospermes,Euphorbia serpens var. fissistipula
97667,Angiospermes,Euphorbia serrata
455514,Angiospermes,Euphorbia sparrmanii
97673,Angiospermes,Euphorbia spinosa
97674,Angiospermes,Euphorbia squamigera
789490,Angiospermes,Euphorbia stoddartii
97676,Angiospermes,Euphorbia stricta
97680,Angiospermes,Euphorbia sulcata
97685,Angiospermes,Euphorbia taurinensis
97687,Angiospermes,Euphorbia terracina
97696,Angiospermes,Euphorbia variabilis
134418,Angiospermes,Euphorbia variabilis subsp. vallinoana
708143,Angiospermes,Euphorbia viridula
672697,Angiospermes,Neoguillauminia
673003,Angiospermes,Neoguillauminia cleopatra
629017,Angiospermes,Actinostemon caribaeus
629802,Angiospermes,Gymnanthes hypoleuca
629803,Angiospermes,Gymnanthes lucida
671002,Angiospermes,Homalanthus repandus
671003,Angiospermes,Homalanthus schlechteri
448449,Angiospermes,Homalanthus stokesii
630599,Angiospermes,Sapium glandulosum
707096,Angiospermes,Stillingia lineata subsp. lineata
733445,Angiospermes,Humiriastrum excelsum
733446,Angiospermes,Humiriastrum subcrenatum
733450,Angiospermes,Schistostemon sylvaticus
889542,Angiospermes,Vantanea maculicarpa
733452,Angiospermes,Vantanea ovicarpa
193498,Angiospermes,Hypericum
103245,Angiospermes,Hypericum androsaemum
103246,Angiospermes,Hypericum australe
103254,Angiospermes,Hypericum calycinum
159709,Angiospermes,Hypericum canadense
717272,Angiospermes,Hypericum canariense
103260,Angiospermes,Hypericum coris
103261,Angiospermes,Hypericum corsicum
103272,Angiospermes,Hypericum elodes
103281,Angiospermes,Hypericum foliosum
103282,Angiospermes,Hypericum forrestii
103283,Angiospermes,Hypericum gentianoides
103286,Angiospermes,Hypericum hircinum
136737,Angiospermes,Hypericum hircinum subsp. hircinum
136738,Angiospermes,Hypericum hircinum subsp. majus
103287,Angiospermes,Hypericum hirsutum
103288,Angiospermes,Hypericum humifusum
103289,Angiospermes,Hypericum hyssopifolium
103267,Angiospermes,Hypericum x desetangsii
136736,Angiospermes,Hypericum x desetangsii nothosubsp. carinthiacum
718364,Angiospermes,Hypericum x desetangsii nothosubsp. desetangsii
611082,Angiospermes,Hypericum x hidcoteense
103343,Angiospermes,Hypericum x inodorum
103344,Angiospermes,Hypericum x laschii
103345,Angiospermes,Hypericum x medium
103346,Angiospermes,Hypericum x moserianum
103349,Angiospermes,Hypericum x reinosae
103291,Angiospermes,Hypericum kouytchense
707076,Angiospermes,Hypericum lanceolatum subsp. angustifolium
103292,Angiospermes,Hypericum linariifolium
103298,Angiospermes,Hypericum maculatum
136750,Angiospermes,Hypericum maculatum subsp. maculatum
136751,Angiospermes,Hypericum maculatum subsp. obtusiusculum
103299,Angiospermes,Hypericum majus
103301,Angiospermes,Hypericum montanum
103302,Angiospermes,Hypericum mutilum
103308,Angiospermes,Hypericum nummularium
717273,Angiospermes,Hypericum olympicum
103315,Angiospermes,Hypericum perfoliatum
103316,Angiospermes,Hypericum perforatum
613134,Angiospermes,Hypericum perforatum var. perforatum
147805,Angiospermes,Hypericum perforatum var. angustifolium
103320,Angiospermes,Hypericum pulchrum
103324,Angiospermes,Hypericum richeri
136771,Angiospermes,Hypericum richeri subsp. burseri
136772,Angiospermes,Hypericum richeri subsp. richeri
103329,Angiospermes,Hypericum tetrapterum
103330,Angiospermes,Hypericum tomentosum
103331,Angiospermes,Hypericum triquetrifolium
103332,Angiospermes,Hypericum undulatum
730655,Angiospermes,Cyrillopsis
733465,Angiospermes,Cyrillopsis paraensis
980164,Angiospermes,Hugonia angustifolia
673195,Angiospermes,Hugonia deplanchei
673197,Angiospermes,Hugonia latifolia
674017,Angiospermes,Hugonia oreogena
673198,Angiospermes,Hugonia penicillanthemum
673199,Angiospermes,Hugonia racemosa
706385,Angiospermes,Hugonia serrata
194177,Angiospermes,Linum
106275,Angiospermes,Linum alpinum
106280,Angiospermes,Linum austriacum
106287,Angiospermes,Linum campanulatum
106288,Angiospermes,Linum catharticum
148252,Angiospermes,Linum catharticum var. catharticum
148253,Angiospermes,Linum catharticum var. subalpinum
161306,Angiospermes,Linum corymbiferum
106298,Angiospermes,Linum grandiflorum
106299,Angiospermes,Linum hirsutum
137372,Angiospermes,Linum hirsutum subsp. hirsutum
106306,Angiospermes,Linum leonii
106313,Angiospermes,Linum maritimum
106320,Angiospermes,Linum narbonense
106321,Angiospermes,Linum nodiflorum
106342,Angiospermes,Linum strictum
137382,Angiospermes,Linum strictum subsp. strictum
922994,Angiospermes,Linum strictum var. strictum
148256,Angiospermes,Linum strictum var. spicatum
137380,Angiospermes,Linum strictum subsp. corymbulosum
106344,Angiospermes,Linum suffruticosum
137383,Angiospermes,Linum suffruticosum subsp. appressum
106346,Angiospermes,Linum tenuifolium
106347,Angiospermes,Linum trigynum
106349,Angiospermes,Linum usitatissimum
612510,Angiospermes,Linum usitatissimum subsp. usitatissimum
137388,Angiospermes,Linum usitatissimum subsp. angustifolium
106351,Angiospermes,Linum viscosum
197019,Angiospermes,Radiola
116870,Angiospermes,Radiola linoides
632023,Angiospermes,Byrsonima trinitensis
673218,Angiospermes,Acridocarpus austrocaledonicus
733988,Angiospermes,Banisteriopsis carolina
734010,Angiospermes,Excentradenia propinqua
734011,Angiospermes,Heteropterys biglandulosa
906640,Angiospermes,Heteropterys oligantha
734020,Angiospermes,Hiraea gracieana
734021,Angiospermes,Hiraea longipes
734022,Angiospermes,Hiraea morii
734023,Angiospermes,Hiraea quapara
734025,Angiospermes,Jubelina rosea
734026,Angiospermes,Lophopterys splendens
779454,Angiospermes,Malpighiodes guianensis
734027,Angiospermes,Mascagnia arenicola
672094,Angiospermes,Stigmaphyllon angustifolium
671903,Angiospermes,Stigmaphyllon grandifolium
671904,Angiospermes,Stigmaphyllon gymnopodum
672095,Angiospermes,Stigmaphyllon mackeeanum
671906,Angiospermes,Stigmaphyllon mcphersonii
830192,Angiospermes,Stigmaphyllon patricianum-firmenichianum
630748,Angiospermes,Stigmaphyllon puber
671907,Angiospermes,Stigmaphyllon taomense
906652,Angiospermes,Tetrapterys megalantha
734465,Angiospermes,Ouratea francinae
807446,Angiospermes,Ouratea humblotii
734469,Angiospermes,Ouratea leprieurii
630280,Angiospermes,Ouratea longifolia
779474,Angiospermes,Ouratea retrorsa
986291,Angiospermes,Ouratea saulensis
740763,Angiospermes,Sauvagesia aliciae subsp. aratayensis
734485,Angiospermes,Sauvagesia tafelbergensis
906199,Angiospermes,Lacunaria jenmanii subsp. subsessilis
734673,Angiospermes,Lacunaria umbonata
734675,Angiospermes,Quiina guianensis
734680,Angiospermes,Quiina oiapocensis
734682,Angiospermes,Quiina sessilis
807174,Angiospermes,Adenia barthelatii
886783,Angiospermes,Dilkea granvillei
886773,Angiospermes,Dilkea vanessae
195873,Angiospermes,Passiflora
734510,Angiospermes,Passiflora aimae
734511,Angiospermes,Passiflora amoena
630326,Angiospermes,Passiflora andersonii
112536,Angiospermes,Passiflora caerulea
734514,Angiospermes,Passiflora cerasina
734516,Angiospermes,Passiflora cirrhiflora
734518,Angiospermes,Passiflora compar
734520,Angiospermes,Passiflora crenata
779475,Angiospermes,Passiflora curva
779476,Angiospermes,Passiflora davidii
445877,Angiospermes,Passiflora edulis
734521,Angiospermes,Passiflora exura
843335,Angiospermes,Passiflora fanchoniae
886792,Angiospermes,Passiflora favardensis
734523,Angiospermes,Passiflora fuchsiiflora
886795,Angiospermes,Passiflora gabrielliana
734525,Angiospermes,Passiflora garckei
734527,Angiospermes,Passiflora kawensis
734528,Angiospermes,Passiflora leptopoda
734529,Angiospermes,Passiflora longicuspis
886826,Angiospermes,Passiflora micropetala
734533,Angiospermes,Passiflora ovata
734534,Angiospermes,Passiflora plumosa
734536,Angiospermes,Passiflora rufostipulata
734537,Angiospermes,Passiflora saulensis
630331,Angiospermes,Passiflora serrato-digitata
734538,Angiospermes,Passiflora trialata
886815,Angiospermes,Passiflora vescoi
731203,Angiospermes,Senapea
731543,Angiospermes,Senapea guianensis
735232,Angiospermes,Turnera rupestris
741631,Angiospermes,Turnera rupestris var. rupestris
741629,Angiospermes,Turnera rupestris var. frutescens
670987,Angiospermes,Antidesma messianianum
733259,Angiospermes,Amanoa neglecta
673185,Angiospermes,Cleistanthus stipitatus
671134,Angiospermes,Glochidion billardierei
448474,Angiospermes,Glochidion brothersonii
671135,Angiospermes,Glochidion caledonicum
447131,Angiospermes,Glochidion emarginatum
447103,Angiospermes,Glochidion grantii
447132,Angiospermes,Glochidion grayanum
447140,Angiospermes,Glochidion hivaoaense
447567,Angiospermes,Glochidion huahineense
447133,Angiospermes,Glochidion longfieldiae
671829,Angiospermes,Glochidion macphersonii
447134,Angiospermes,Glochidion manono
447135,Angiospermes,Glochidion marchionicum
448143,Angiospermes,Glochidion moorei
447136,Angiospermes,Glochidion myrtifolium
447141,Angiospermes,Glochidion nadeaudii
447137,Angiospermes,Glochidion orohenense
448358,Angiospermes,Glochidion papenooense
447139,Angiospermes,Glochidion raivavense
448211,Angiospermes,Glochidion rapaense
448114,Angiospermes,Glochidion societatis
447142,Angiospermes,Glochidion taitense
447143,Angiospermes,Glochidion temehaniense
448419,Angiospermes,Glochidion tooviianum
447689,Angiospermes,Glochidion tuamotuense
448389,Angiospermes,Glochidion wilderi
196193,Angiospermes,Phyllanthus
672261,Angiospermes,Phyllanthus aeneus
673008,Angiospermes,Phyllanthus aeneus var. aeneus
673004,Angiospermes,Phyllanthus aeneus var. cordifolius
673005,Angiospermes,Phyllanthus aeneus var. longistylis
673006,Angiospermes,Phyllanthus aeneus var. nepouiensis
673007,Angiospermes,Phyllanthus aeneus var. papillosus
671004,Angiospermes,Phyllanthus amieuensis
445643,Angiospermes,Phyllanthus aoraiensis
671005,Angiospermes,Phyllanthus aoupinieensis
671006,Angiospermes,Phyllanthus artensis
671007,Angiospermes,Phyllanthus avanguiensis
671008,Angiospermes,Phyllanthus baladensis
672262,Angiospermes,Phyllanthus balansaeanus
673010,Angiospermes,Phyllanthus balansaeanus var. balansaeanus
673009,Angiospermes,Phyllanthus balansaeanus var. glaber
671009,Angiospermes,Phyllanthus baraouaensis
671010,Angiospermes,Phyllanthus boguenensis
672263,Angiospermes,Phyllanthus bupleuroides
673013,Angiospermes,Phyllanthus bupleuroides var. bupleuroides
674454,Angiospermes,Phyllanthus bupleuroides var. latiaxialis
674154,Angiospermes,Phyllanthus bupleuroides var. meoriensis
673011,Angiospermes,Phyllanthus bupleuroides var. ngoyensis
673012,Angiospermes,Phyllanthus bupleuroides var. poroensis
672055,Angiospermes,Phyllanthus buxoides
671011,Angiospermes,Phyllanthus calcicola
671012,Angiospermes,Phyllanthus carlottae
672056,Angiospermes,Phyllanthus casearioides
671013,Angiospermes,Phyllanthus castus
672264,Angiospermes,Phyllanthus caudatus
674155,Angiospermes,Phyllanthus caudatus var. caudatus
673014,Angiospermes,Phyllanthus caudatus var. pubescens
672265,Angiospermes,Phyllanthus chamaecerasus
673018,Angiospermes,Phyllanthus chamaecerasus var. chamaecerasus
674469,Angiospermes,Phyllanthus chamaecerasus var. aoupinieensis
673015,Angiospermes,Phyllanthus chamaecerasus var. intermedius
674156,Angiospermes,Phyllanthus chamaecerasus var. longipedicellatus
673016,Angiospermes,Phyllanthus chamaecerasus var. meoriensis
673017,Angiospermes,Phyllanthus chamaecerasus var. vieillardii
672057,Angiospermes,Phyllanthus cherrieri
672266,Angiospermes,Phyllanthus chrysanthus
674157,Angiospermes,Phyllanthus chrysanthus var. chrysanthus
673019,Angiospermes,Phyllanthus chrysanthus var. deverdensis
673020,Angiospermes,Phyllanthus chrysanthus var. micrantheoides
671669,Angiospermes,Phyllanthus comptonii
672267,Angiospermes,Phyllanthus conjugatus
674158,Angiospermes,Phyllanthus conjugatus var. conjugatus
673021,Angiospermes,Phyllanthus conjugatus var. ducosensis
673022,Angiospermes,Phyllanthus conjugatus var. maaensis
706641,Angiospermes,Phyllanthus consanguineus
671015,Angiospermes,Phyllanthus cornutus
671016,Angiospermes,Phyllanthus deciduiramus
672058,Angiospermes,Phyllanthus deplanchei
671017,Angiospermes,Phyllanthus dorotheae
672268,Angiospermes,Phyllanthus dracunculoides
673024,Angiospermes,Phyllanthus dracunculoides var. dracunculoides
673023,Angiospermes,Phyllanthus dracunculoides var. amieuensis
674159,Angiospermes,Phyllanthus dracunculoides var. tiwakaensis
671018,Angiospermes,Phyllanthus dumbeaensis
671019,Angiospermes,Phyllanthus dzumacensis
672269,Angiospermes,Phyllanthus faguetii
673026,Angiospermes,Phyllanthus faguetii var. faguetii
674160,Angiospermes,Phyllanthus faguetii var. brevipedicellatus
674455,Angiospermes,Phyllanthus faguetii var. gracilipedicellatus
673025,Angiospermes,Phyllanthus faguetii var. lifuensis
674161,Angiospermes,Phyllanthus faguetii var. rhombifolius
672270,Angiospermes,Phyllanthus favieri
674470,Angiospermes,Phyllanthus favieri var. favieri
673027,Angiospermes,Phyllanthus favieri var. kaalaensis
672059,Angiospermes,Phyllanthus fractiflexus
671020,Angiospermes,Phyllanthus francii
672271,Angiospermes,Phyllanthus gneissicus
673030,Angiospermes,Phyllanthus gneissicus var. gneissicus
673028,Angiospermes,Phyllanthus gneissicus var. broumoiriensis
674162,Angiospermes,Phyllanthus gneissicus var. ramosus
673029,Angiospermes,Phyllanthus gneissicus var. toninensis
672438,Angiospermes,Phyllanthus golonensis
671021,Angiospermes,Phyllanthus guillauminii
671022,Angiospermes,Phyllanthus helenae
671023,Angiospermes,Phyllanthus houailouensis
671024,Angiospermes,Phyllanthus jaffrei
672272,Angiospermes,Phyllanthus jaubertii
674481,Angiospermes,Phyllanthus jaubertii var. brachypoda
674471,Angiospermes,Phyllanthus jaubertii var. jaubertii
671025,Angiospermes,Phyllanthus kanalensis
671026,Angiospermes,Phyllanthus koghiensis
672273,Angiospermes,Phyllanthus koniamboensis
673032,Angiospermes,Phyllanthus koniamboensis var. koniamboensis
673031,Angiospermes,Phyllanthus koniamboensis var. taomensis
671027,Angiospermes,Phyllanthus kouaouaensis
672274,Angiospermes,Phyllanthus koumacensis
673034,Angiospermes,Phyllanthus koumacensis var. koumacensis
673033,Angiospermes,Phyllanthus koumacensis var. brevitepalus
672275,Angiospermes,Phyllanthus ligustrifolius
673037,Angiospermes,Phyllanthus ligustrifolius var. ligustrifolius
673035,Angiospermes,Phyllanthus ligustrifolius var. boulindaensis
673036,Angiospermes,Phyllanthus ligustrifolius var. colnettensis
671028,Angiospermes,Phyllanthus longiramosus
672277,Angiospermes,Phyllanthus loranthoides
673040,Angiospermes,Phyllanthus loranthoides var. loranthoides
673038,Angiospermes,Phyllanthus loranthoides var. longifolius
673039,Angiospermes,Phyllanthus loranthoides var. ripicola
672060,Angiospermes,Phyllanthus luciliae
671029,Angiospermes,Phyllanthus macrochorion
671030,Angiospermes,Phyllanthus mandjeliaensis
672061,Angiospermes,Phyllanthus mangenotii
672439,Angiospermes,Phyllanthus margaretiae
671031,Angiospermes,Phyllanthus mcphersonii
672062,Angiospermes,Phyllanthus memaoyaensis
671032,Angiospermes,Phyllanthus meuieensis
671033,Angiospermes,Phyllanthus montis-fontium
672278,Angiospermes,Phyllanthus montrouzieri
673043,Angiospermes,Phyllanthus montrouzieri var. montrouzieri
674163,Angiospermes,Phyllanthus montrouzieri var. pandopensis
673041,Angiospermes,Phyllanthus montrouzieri var. poyaensis
672279,Angiospermes,Phyllanthus moorei
674164,Angiospermes,Phyllanthus moorei var. moorei
673044,Angiospermes,Phyllanthus moorei var. acutitepalus
671034,Angiospermes,Phyllanthus moratii
671035,Angiospermes,Phyllanthus mouensis
672063,Angiospermes,Phyllanthus natoensis
671036,Angiospermes,Phyllanthus ningaensis
611776,Angiospermes,Phyllanthus niruri
672064,Angiospermes,Phyllanthus nitens
672280,Angiospermes,Phyllanthus nothisii
674472,Angiospermes,Phyllanthus nothisii var. nothisii
673045,Angiospermes,Phyllanthus nothisii var. alticola
672065,Angiospermes,Phyllanthus ouveanus
446588,Angiospermes,Phyllanthus pacificus
672281,Angiospermes,Phyllanthus pancherianus
673048,Angiospermes,Phyllanthus pancherianus var. pancherianus
673046,Angiospermes,Phyllanthus pancherianus var. kopetoensis
673047,Angiospermes,Phyllanthus pancherianus var. memaoyaensis
674165,Angiospermes,Phyllanthus pancherianus var. nakadaensis
671037,Angiospermes,Phyllanthus parainduratus
672066,Angiospermes,Phyllanthus parangoyensis
671038,Angiospermes,Phyllanthus paucitepalus
671039,Angiospermes,Phyllanthus peltatus
671040,Angiospermes,Phyllanthus petchikaraensis
706645,Angiospermes,Phyllanthus phillyreifolius
707203,Angiospermes,Phyllanthus phillyreifolius var. phillyreifolius
707158,Angiospermes,Phyllanthus phillyreifolius var. crassistigma
672282,Angiospermes,Phyllanthus pilifer
673049,Angiospermes,Phyllanthus pilifer var. pilifer
674166,Angiospermes,Phyllanthus pilifer var. grandieensis
671041,Angiospermes,Phyllanthus pindaiensis
672067,Angiospermes,Phyllanthus pinjenensis
672283,Angiospermes,Phyllanthus platycalyx
673050,Angiospermes,Phyllanthus platycalyx var. platycalyx
673721,Angiospermes,Phyllanthus platycalyx var. angustifolius
672440,Angiospermes,Phyllanthus polygynus
672068,Angiospermes,Phyllanthus poueboensis
672284,Angiospermes,Phyllanthus poumensis
674167,Angiospermes,Phyllanthus poumensis var. poumensis
673051,Angiospermes,Phyllanthus poumensis var. longistylis
673052,Angiospermes,Phyllanthus poumensis var. longitepalus
671042,Angiospermes,Phyllanthus pronyensis
904687,Angiospermes,Phyllanthus protoguayanensis
671043,Angiospermes,Phyllanthus pseudotrichopodus
671044,Angiospermes,Phyllanthus pterocladus
672285,Angiospermes,Phyllanthus quintuplinervis
673053,Angiospermes,Phyllanthus quintuplinervis var. quintuplinervis
674168,Angiospermes,Phyllanthus quintuplinervis var. meoriensis
671045,Angiospermes,Phyllanthus rhodocladus
672069,Angiospermes,Phyllanthus rozennae
671046,Angiospermes,Phyllanthus salicifolius
671047,Angiospermes,Phyllanthus sarasinii
671204,Angiospermes,Phyllanthus serpentinus
671205,Angiospermes,Phyllanthus stenophyllus
671206,Angiospermes,Phyllanthus stipitatus
630402,Angiospermes,Phyllanthus stipulatus
671207,Angiospermes,Phyllanthus sylvincola
671208,Angiospermes,Phyllanthus tangoensis
113295,Angiospermes,Phyllanthus tenellus
672287,Angiospermes,Phyllanthus tenuipedicellatus
673274,Angiospermes,Phyllanthus tenuipedicellatus var. tenuipedicellatus
673272,Angiospermes,Phyllanthus tenuipedicellatus var. kaloueholaensis
673273,Angiospermes,Phyllanthus tenuipedicellatus var. tontoutaensis
671209,Angiospermes,Phyllanthus tiebaghiensis
671210,Angiospermes,Phyllanthus tireliae
672441,Angiospermes,Phyllanthus tixieri
672288,Angiospermes,Phyllanthus torrentium
673276,Angiospermes,Phyllanthus torrentium var. torrentium
673275,Angiospermes,Phyllanthus torrentium var. induratus
671211,Angiospermes,Phyllanthus trichopodus
671212,Angiospermes,Phyllanthus tritepalus
671213,Angiospermes,Phyllanthus umbricola
671214,Angiospermes,Phyllanthus unifoliatus
671215,Angiospermes,Phyllanthus unioensis
445648,Angiospermes,Phyllanthus urceolatus
671216,Angiospermes,Phyllanthus valeriae
671217,Angiospermes,Phyllanthus veillonii
671218,Angiospermes,Phyllanthus vespertilio
671971,Angiospermes,Phyllanthus virgultiramus
672289,Angiospermes,Phyllanthus vulcani
673278,Angiospermes,Phyllanthus vulcani var. vulcani
673277,Angiospermes,Phyllanthus vulcani var. baumannii
671973,Angiospermes,Phyllanthus yaouhensis
671219,Angiospermes,Phyllanthus yvettae
189148,Angiospermes,Andrachne
82414,Angiospermes,Andrachne telephioides
674004,Angiospermes,Austrobuxus alticola
672968,Angiospermes,Austrobuxus brevipes
672969,Angiospermes,Austrobuxus carunculatus
672970,Angiospermes,Austrobuxus clusiaceus
672971,Angiospermes,Austrobuxus cracens
672973,Angiospermes,Austrobuxus ellipticus
672974,Angiospermes,Austrobuxus eugeniifolius
674421,Angiospermes,Austrobuxus huerlimannii
672975,Angiospermes,Austrobuxus mandjelicus
672976,Angiospermes,Austrobuxus montis-do
672977,Angiospermes,Austrobuxus ovalis
672978,Angiospermes,Austrobuxus pauciflorus
672979,Angiospermes,Austrobuxus rubiginosus
672980,Angiospermes,Austrobuxus vieillardii
672666,Angiospermes,Longetia
674015,Angiospermes,Longetia buxoides
672764,Angiospermes,Scagea
673279,Angiospermes,Scagea depauperata
673280,Angiospermes,Scagea oligostemon
734609,Angiospermes,Apinagia arminensis
847463,Angiospermes,Apinagia batrachifolia var. longistyla
847464,Angiospermes,Apinagia crispa
734611,Angiospermes,Apinagia digitata
734613,Angiospermes,Apinagia flexuosa
847465,Angiospermes,Apinagia goejei
734614,Angiospermes,Apinagia guyanensis
734615,Angiospermes,Apinagia itanensis
734617,Angiospermes,Apinagia longifolia
735495,Angiospermes,Apinagia marowynensis
847466,Angiospermes,Apinagia platystigma
734618,Angiospermes,Apinagia richardiana
734620,Angiospermes,Marathrum capillaceum
734625,Angiospermes,Weddellina squamulosa
706215,Angiospermes,Drypetes caustica
807319,Angiospermes,Drypetes comorensis
807320,Angiospermes,Drypetes darcyana
629589,Angiospermes,Drypetes dussii
629590,Angiospermes,Drypetes glauca
807233,Angiospermes,Cassipourea ovata
671454,Angiospermes,Crossostylis grandiflora
671455,Angiospermes,Crossostylis multiflora
672183,Angiospermes,Crossostylis seberti
671896,Angiospermes,Rhizophora x tomlinsonii
673953,Angiospermes,Rhizophora samoensis var. neocaledonia
672655,Angiospermes,Lasiochlamys
673282,Angiospermes,Lasiochlamys cordifolia
674428,Angiospermes,Lasiochlamys coriacea
674043,Angiospermes,Lasiochlamys fasciculata
673283,Angiospermes,Lasiochlamys huerlimannii
673284,Angiospermes,Lasiochlamys koghiensis
673285,Angiospermes,Lasiochlamys mandjeliana
674044,Angiospermes,Lasiochlamys planchonellifolia
673286,Angiospermes,Lasiochlamys pseudocoriacea
673287,Angiospermes,Lasiochlamys reticulata
673288,Angiospermes,Lasiochlamys rivularis
673289,Angiospermes,Lasiochlamys trichostemona
807390,Angiospermes,Ludia comorensis
807528,Angiospermes,Scolopia coriacea
706780,Angiospermes,Scolopia heterophylla
807529,Angiospermes,Scolopia maoulidae
671983,Angiospermes,Xylosma bernardianum
671238,Angiospermes,Xylosma boulindae
671239,Angiospermes,Xylosma capillipes
671240,Angiospermes,Xylosma confusa
671241,Angiospermes,Xylosma dothioense
671242,Angiospermes,Xylosma gigantifolia
671243,Angiospermes,Xylosma grossecrenata
671244,Angiospermes,Xylosma inaequinervia
671245,Angiospermes,Xylosma kaalaense
671246,Angiospermes,Xylosma lancifolia
671247,Angiospermes,Xylosma lifuana
671248,Angiospermes,Xylosma molesta
672452,Angiospermes,Xylosma nervosa
671249,Angiospermes,Xylosma pancheri
671250,Angiospermes,Xylosma peltata
671251,Angiospermes,Xylosma pininsulare
671252,Angiospermes,Xylosma serpentina
447224,Angiospermes,Xylosma suaveolens
