CD_NOM,GROUPTAXA,NOM_VALIDE
198978,Angiospermes,x Anacamptorchis
611326,Angiospermes,Anacamptis laxiflora x Orchis mascula
162255,Angiospermes,x Anacamptorchis bassoulsii
162256,Angiospermes,x Anacamptorchis bonnieriana
162167,Angiospermes,x Anacamptorchis celtiberica
610302,Angiospermes,x Anacamptorchis christiani-bernardii
162205,Angiospermes,x Anacamptorchis grazianiae
611327,Angiospermes,x Anacamptorchis ladurneri
162210,Angiospermes,x Anacamptorchis lauzensis
162237,Angiospermes,x Anacamptorchis morioides
162211,Angiospermes,x Anacamptorchis neogennarii
162212,Angiospermes,x Anacamptorchis perretii
198989,Angiospermes,x Chamodenia
130203,Angiospermes,x Chamodenia heteroglossa
715608,Angiospermes,x Dactylanthera
717698,Angiospermes,x Dactylanthera brueggeri
620446,Angiospermes,x Dactylanthera chevallieriana
717699,Angiospermes,x Dactylanthera fournieri
717700,Angiospermes,x Dactylanthera intermedia
620447,Angiospermes,x Dactylanthera martysiensis
717701,Angiospermes,x Dactylanthera somersetensis
198997,Angiospermes,x Dactylocamptis
611330,Angiospermes,Anacamptis laxiflora x Dactylorhiza brennensis
611329,Angiospermes,Anacamptis laxiflora x Dactylorhiza elata subsp. sesquipedalis
611331,Angiospermes,Anacamptis palustris x Dactylorhiza traunsteineri subsp. traunsteineri
162238,Angiospermes,x Dactylocamptis arbostii
162239,Angiospermes,x Dactylocamptis boudieri
162241,Angiospermes,x Dactylocamptis chassagnei
162242,Angiospermes,x Dactylocamptis drudei
162243,Angiospermes,x Dactylocamptis leguei
162244,Angiospermes,x Dactylocamptis luciae
162245,Angiospermes,x Dactylocamptis luizetiana
162246,Angiospermes,x Dactylocamptis neglecta
162247,Angiospermes,x Dactylocamptis rouyana
162251,Angiospermes,x Dactylocamptis schulzei
162248,Angiospermes,x Dactylocamptis timbaliana
162249,Angiospermes,x Dactylocamptis uechtritziana
162250,Angiospermes,x Dactylocamptis valonii
130227,Angiospermes,x Dactylocamptis weberi
198999,Angiospermes,x Dactylodenia
611333,Angiospermes,Dactylorhiza fuchsii x Gymnadenia nigra subsp. rhellicani
611334,Angiospermes,Dactylorhiza sudetica x Gymnadenia nigra subsp. rhellicani
611336,Angiospermes,Dactylorhiza viridis x Gymnadenia nigra subsp. rhellicani
130229,Angiospermes,x Dactylodenia aravardii
130233,Angiospermes,x Dactylodenia fuchsii
162179,Angiospermes,x Dactylodenia jacksonii
130236,Angiospermes,x Dactylodenia jeanjeanii
130237,Angiospermes,x Dactylodenia klingeana
130238,Angiospermes,x Dactylodenia lawalreei
130239,Angiospermes,x Dactylodenia lebrunii
130240,Angiospermes,x Dactylodenia legrandiana
142489,Angiospermes,x Dactylodenia legrandiana nothosubsp. legrandiana
142488,Angiospermes,x Dactylodenia legrandiana nothosubsp. evansii
142490,Angiospermes,x Dactylodenia legrandiana nothosubsp. souppensis
611332,Angiospermes,x Dactylodenia major
130241,Angiospermes,x Dactylodenia regeliana
130242,Angiospermes,x Dactylodenia rhaetica
130243,Angiospermes,x Dactylodenia sancti-quintinii
611335,Angiospermes,x Dactylodenia sursesis
162231,Angiospermes,x Dactylodenia tourensis
130246,Angiospermes,x Dactylodenia toussaintiorum
130247,Angiospermes,x Dactylodenia vollmannii
130248,Angiospermes,x Dactylodenia wintonii
130249,Angiospermes,x Dactylodenia zollikoferi
199000,Angiospermes,x Dactyloglossum
611765,Angiospermes,Dactylorhiza maculata x Himantoglossum hircinum
199010,Angiospermes,x Gymnanacamptis
130298,Angiospermes,x Gymnanacamptis anacamptis
717702,Angiospermes,x Gymnanacamptis burdigalensis
162254,Angiospermes,x Gymnanacamptis evequei
162257,Angiospermes,x Gymnanacamptis reserata
199013,Angiospermes,x Gymnaplatanthera
130306,Angiospermes,x Gymnaplatanthera borelii
130307,Angiospermes,x Gymnaplatanthera chodatii
199012,Angiospermes,x Gymnotraunsteinera
130305,Angiospermes,x Gymnotraunsteinera vallesiaca
199021,Angiospermes,x Neotinacamptis
611338,Angiospermes,Anacamptis coriophora subsp. coriophora x Neotinea lactea
162226,Angiospermes,x Neotinacamptis durandii
162184,Angiospermes,x Neotinacamptis franzonii
162209,Angiospermes,x Neotinacamptis huteri
199022,Angiospermes,x Neotinarhiza
162262,Angiospermes,x Neotinarhiza labbei
199023,Angiospermes,x Neotinorchis
611340,Angiospermes,Neotinea ustulata x Orchis militaris
611339,Angiospermes,Neotinea ustulata x Orchis purpurea
162207,Angiospermes,x Neotinorchis canutii
162253,Angiospermes,x Neotinorchis doellii
162180,Angiospermes,x Neotinorchis mattinatae
162216,Angiospermes,x Neotinorchis untchjii
199025,Angiospermes,x Orchidactyla
611344,Angiospermes,Dactylorhiza fuchsii x Orchis mascula
611341,Angiospermes,Dactylorhiza incarnata subsp. incarnata x Orchis purpurea
611343,Angiospermes,Dactylorhiza majalis x Orchis mascula
611345,Angiospermes,Dactylorhiza viridis x Orchis purpurea
130368,Angiospermes,x Orchidactyla atacina
130372,Angiospermes,x Orchidactyla chenevardii
130374,Angiospermes,x Orchidactyla farquetii
130375,Angiospermes,x Orchidactyla guestfalica
162158,Angiospermes,x Orchidactyla helvetica
130376,Angiospermes,x Orchidactyla jeanpertii
130377,Angiospermes,x Orchidactyla kromayeri
130382,Angiospermes,x Orchidactyla mantzii
130383,Angiospermes,x Orchidactyla martignyana
717703,Angiospermes,x Orchidactyla masteineri
130385,Angiospermes,x Orchidactyla pentecostalis
130387,Angiospermes,x Orchidactyla speciosissima
199026,Angiospermes,x Orchigymnadenia
130393,Angiospermes,x Orchigymnadenia belezeae
199028,Angiospermes,x Orchimantoglossum
130413,Angiospermes,x Orchimantoglossum lacazei
162155,Angiospermes,x Orchimantoglossum terraccianoi
199029,Angiospermes,x Orchiplatanthera
130414,Angiospermes,x Orchiplatanthera andreasii
199032,Angiospermes,x Pseudadenia
611702,Angiospermes,Gymnadenia nigra subsp. corneliana x Pseudorchis albida
611701,Angiospermes,Gymnadenia nigra subsp. rhellicani x Pseudorchis albida
130443,Angiospermes,x Pseudadenia schweinfurthi
130444,Angiospermes,x Pseudadenia strampfii
199033,Angiospermes,x Pseudanthera
130445,Angiospermes,x Pseudanthera breadalbanensis
199034,Angiospermes,x Pseudinium
130446,Angiospermes,x Pseudinium aschersonianum
199035,Angiospermes,x Pseudorhiza
162181,Angiospermes,x Pseudorhiza albucina
130447,Angiospermes,x Pseudorhiza bruniana
130448,Angiospermes,x Pseudorhiza minor
130449,Angiospermes,x Pseudorhiza nieschalkii
199038,Angiospermes,x Serapicamptis
611347,Angiospermes,Anacamptis laxiflora x Serapias vomeracea
611349,Angiospermes,Anacamptis morio subsp. picta x Serapias neglecta
610222,Angiospermes,x Serapicamptis barlae
610223,Angiospermes,x Serapicamptis bevilacquae
610224,Angiospermes,x Serapicamptis capitata
610225,Angiospermes,x Serapicamptis complicata
610226,Angiospermes,x Serapicamptis debeauxii
611348,Angiospermes,x Serapicamptis dufftii
610227,Angiospermes,x Serapicamptis fontanae
130464,Angiospermes,x Serapicamptis forbesii
610228,Angiospermes,x Serapicamptis garbariorum
610229,Angiospermes,x Serapicamptis ligustica
610230,Angiospermes,x Serapicamptis maura
610231,Angiospermes,x Serapicamptis mutata
610232,Angiospermes,x Serapicamptis nelsoniana
610233,Angiospermes,x Serapicamptis nouletii
610234,Angiospermes,x Serapicamptis pisanensis
610235,Angiospermes,x Serapicamptis rana
610236,Angiospermes,x Serapicamptis rousii
611346,Angiospermes,x Serapicamptis tommasinii
612613,Angiospermes,x Serapicamptis tommasinii subsp. tommasinii
717707,Angiospermes,x Serapicamptis traverseriana
610237,Angiospermes,x Serapicamptis triloba
199039,Angiospermes,x Serapirhiza
130465,Angiospermes,x Serapirhiza sambucinolingua
672543,Angiospermes,Clematepistephium
673314,Angiospermes,Clematepistephium smilacifolium
672602,Angiospermes,Eriaxis
673321,Angiospermes,Eriaxis rigida
807566,Angiospermes,Vanilla humblotii
850045,Angiospermes,Vanilla inornata
674016,Angiospermes,Xeronema moorei
672723,Angiospermes,Periomphale
674361,Angiospermes,Periomphale balansae
672731,Angiospermes,Platyspermation
674003,Angiospermes,Platyspermation crassifolium
674000,Angiospermes,Argophyllum brevipetalum
674490,Angiospermes,Argophyllum ellipticum
674001,Angiospermes,Argophyllum grunowii
674002,Angiospermes,Argophyllum montanum
672964,Angiospermes,Argophyllum nitidum
985278,Angiospermes,Argophyllum riparium
672965,Angiospermes,Argophyllum vernicosum
447115,Angiospermes,Corokia collenettei
606842,Angiospermes,Aaronsohnia
610592,Angiospermes,Aaronsohnia pubescens
188746,Angiospermes,Achillea
79865,Angiospermes,Achillea ageratum
79867,Angiospermes,Achillea aspleniifolia
79868,Angiospermes,Achillea atrata
79874,Angiospermes,Achillea chamaemelifolia
610734,Angiospermes,Achillea coarctata
896277,Angiospermes,Achillea collina
79877,Angiospermes,Achillea crithmifolia
79886,Angiospermes,Achillea distans
612382,Angiospermes,Achillea distans subsp. stricta
130726,Angiospermes,Achillea distans subsp. tanacetifolia
130725,Angiospermes,Achillea distans subsp. distans
79887,Angiospermes,Achillea erba-rotta
130728,Angiospermes,Achillea erba-rotta subsp. erba-rotta
130727,Angiospermes,Achillea erba-rotta subsp. ambigua
130729,Angiospermes,Achillea erba-rotta subsp. moschata
79890,Angiospermes,Achillea filipendulina
717050,Angiospermes,Achillea x bronchalensis
79945,Angiospermes,Achillea x commutata
79946,Angiospermes,Achillea x feliciana
988899,Angiospermes,Achillea x intermedia
79950,Angiospermes,Achillea x laggeri
79953,Angiospermes,Achillea x lereschei
79954,Angiospermes,Achillea x maxima
79959,Angiospermes,Achillea x pseudodorata
79960,Angiospermes,Achillea x ruscinonensis
79961,Angiospermes,Achillea x schneideri
79962,Angiospermes,Achillea x schroeteri
79963,Angiospermes,Achillea x thomasiana
79965,Angiospermes,Achillea x trautmannii
79966,Angiospermes,Achillea x valesiaca
79967,Angiospermes,Achillea x wilczekiana
79903,Angiospermes,Achillea ligustica
79905,Angiospermes,Achillea macrophylla
610735,Angiospermes,Achillea maritima
79908,Angiospermes,Achillea millefolium
79913,Angiospermes,Achillea nana
79914,Angiospermes,Achillea nobilis
130746,Angiospermes,Achillea nobilis subsp. nobilis
79915,Angiospermes,Achillea odorata
79917,Angiospermes,Achillea pannonica
717711,Angiospermes,Achillea pratensis
79921,Angiospermes,Achillea ptarmica
130749,Angiospermes,Achillea ptarmica subsp. ptarmica
130750,Angiospermes,Achillea ptarmica subsp. pyrenaica
160347,Angiospermes,Achillea punctata
79923,Angiospermes,Achillea roseo-alba
79927,Angiospermes,Achillea setacea
79939,Angiospermes,Achillea tomentosa
79941,Angiospermes,Achillea virescens
189115,Angiospermes,Anacyclus
82305,Angiospermes,Anacyclus clavatus
610701,Angiospermes,Anacyclus homogamos
940565,Angiospermes,Anacyclus x bethuriae
940548,Angiospermes,Anacyclus x malvesiensis
610702,Angiospermes,Anacyclus monanthos
719219,Angiospermes,Anacyclus monanthos subsp. cyrtolepidioides
82315,Angiospermes,Anacyclus radiatus
718304,Angiospermes,Anacyclus radiatus subsp. radiatus
82318,Angiospermes,Anacyclus valentinus
189232,Angiospermes,Anthemis
610723,Angiospermes,Anthemis alpestris
82817,Angiospermes,Anthemis arvensis
131419,Angiospermes,Anthemis arvensis subsp. arvensis
131420,Angiospermes,Anthemis arvensis subsp. glabra
131421,Angiospermes,Anthemis arvensis subsp. incrassata
82821,Angiospermes,Anthemis austriaca
717085,Angiospermes,Anthemis chia
82833,Angiospermes,Anthemis cotula
82835,Angiospermes,Anthemis cretica
131430,Angiospermes,Anthemis cretica subsp. cretica
131428,Angiospermes,Anthemis cretica subsp. carpatica
131429,Angiospermes,Anthemis cretica subsp. columnae
612395,Angiospermes,Anthemis cretica subsp. gerardiana
131432,Angiospermes,Anthemis cretica subsp. saxatilis
143566,Angiospermes,Anthemis cretica var. macrocephala
718645,Angiospermes,Anthemis cretica var. saxatilis
82889,Angiospermes,Anthemis x adulterina
82890,Angiospermes,Anthemis x bollei
82856,Angiospermes,Anthemis maritima
131434,Angiospermes,Anthemis maritima subsp. maritima
82871,Angiospermes,Anthemis prostrata
610724,Angiospermes,Anthemis ruthenica
610722,Angiospermes,Anthemis scariosa
82880,Angiospermes,Anthemis secundiramea
82885,Angiospermes,Anthemis tomentosa
189442,Angiospermes,Argyranthemum
83719,Angiospermes,Argyranthemum frutescens
810873,Angiospermes,Argyranthemum frutescens subsp. frutescens
189486,Angiospermes,Artemisia
83932,Angiospermes,Artemisia abrotanum
83933,Angiospermes,Artemisia absinthium
83934,Angiospermes,Artemisia alba
83938,Angiospermes,Artemisia annua
83941,Angiospermes,Artemisia arborescens
83943,Angiospermes,Artemisia armeniaca
83945,Angiospermes,Artemisia atrata
83946,Angiospermes,Artemisia austriaca
83949,Angiospermes,Artemisia biennis
83951,Angiospermes,Artemisia borealis
83952,Angiospermes,Artemisia caerulescens
131706,Angiospermes,Artemisia caerulescens subsp. caerulescens
131708,Angiospermes,Artemisia caerulescens subsp. densiflora
131709,Angiospermes,Artemisia caerulescens subsp. gallica
83953,Angiospermes,Artemisia campestris
131713,Angiospermes,Artemisia campestris subsp. campestris
131711,Angiospermes,Artemisia campestris subsp. alpina
131714,Angiospermes,Artemisia campestris subsp. glutinosa
131720,Angiospermes,Artemisia campestris subsp. maritima
612402,Angiospermes,Artemisia campestris subsp. variabilis
83958,Angiospermes,Artemisia chamaemelifolia
83965,Angiospermes,Artemisia dracunculus
83969,Angiospermes,Artemisia eriantha
83973,Angiospermes,Artemisia genipi
83974,Angiospermes,Artemisia glacialis
84069,Angiospermes,Artemisia godronii
83978,Angiospermes,Artemisia herba-alba
83992,Angiospermes,Artemisia insipida
84064,Angiospermes,Artemisia x burnatii
84066,Angiospermes,Artemisia x csepelensis
84067,Angiospermes,Artemisia x gapensis
84068,Angiospermes,Artemisia x gayeriana
84071,Angiospermes,Artemisia x hybrida
84077,Angiospermes,Artemisia x seileri
84002,Angiospermes,Artemisia ludoviciana
84003,Angiospermes,Artemisia maritima
131730,Angiospermes,Artemisia maritima subsp. maritima
84005,Angiospermes,Artemisia molinieri
84021,Angiospermes,Artemisia pontica
84037,Angiospermes,Artemisia scoparia
84053,Angiospermes,Artemisia umbelliformis
84054,Angiospermes,Artemisia vallesiaca
84057,Angiospermes,Artemisia verlotiorum
84061,Angiospermes,Artemisia vulgaris
606870,Angiospermes,Chamaemelum
90461,Angiospermes,Chamaemelum fuscatum
90470,Angiospermes,Chamaemelum nobile
190778,Angiospermes,Chrysanthemum
91047,Angiospermes,Chrysanthemum indicum
91060,Angiospermes,Chrysanthemum morifolium
606871,Angiospermes,Cladanthus
610631,Angiospermes,Cladanthus arabicus
91819,Angiospermes,Cladanthus mixtus
191027,Angiospermes,Coleostephus
92175,Angiospermes,Coleostephus myconis
92176,Angiospermes,Coleostephus paludosus
606877,Angiospermes,Cota
92627,Angiospermes,Cota altissima
610639,Angiospermes,Cota segetalis
717742,Angiospermes,Cota tinctoria x Cota triumfetti
92629,Angiospermes,Cota tinctoria
92630,Angiospermes,Cota triumfetti
191214,Angiospermes,Cotula
92720,Angiospermes,Cotula anthemoides
92722,Angiospermes,Cotula australis
92723,Angiospermes,Cotula coronopifolia
606891,Angiospermes,Eriocephalus
610587,Angiospermes,Eriocephalus africanus
192806,Angiospermes,Glebionis
611295,Angiospermes,Glebionis coronaria
100304,Angiospermes,Glebionis segetum
193232,Angiospermes,Heteranthemis
926410,Angiospermes,Heteranthemis viscidehirta
193638,Angiospermes,Ismelia
103825,Angiospermes,Ismelia carinata
194067,Angiospermes,Leucanthemella
105764,Angiospermes,Leucanthemella serotina
194068,Angiospermes,Leucanthemopsis
105765,Angiospermes,Leucanthemopsis alpina
159722,Angiospermes,Leucanthemopsis alpina subsp. alpina
137235,Angiospermes,Leucanthemopsis alpina subsp. minima
137236,Angiospermes,Leucanthemopsis alpina subsp. tomentosa
194069,Angiospermes,Leucanthemum
105768,Angiospermes,Leucanthemum adustum
105770,Angiospermes,Leucanthemum ageratifolium
105775,Angiospermes,Leucanthemum burnatii
105776,Angiospermes,Leucanthemum cantabricum
105777,Angiospermes,Leucanthemum catalaunicum
105781,Angiospermes,Leucanthemum coronopifolium
718374,Angiospermes,Leucanthemum coronopifolium subsp. coronopifolium
105782,Angiospermes,Leucanthemum corsicum
137242,Angiospermes,Leucanthemum corsicum subsp. corsicum
137243,Angiospermes,Leucanthemum corsicum subsp. fenzlii
105784,Angiospermes,Leucanthemum crassifolium
105786,Angiospermes,Leucanthemum delarbrei
968304,Angiospermes,Leucanthemum esterellense
105793,Angiospermes,Leucanthemum graminifolium
105794,Angiospermes,Leucanthemum heterophyllum
105795,Angiospermes,Leucanthemum ircutianum
105818,Angiospermes,Leucanthemum x superbum
159909,Angiospermes,Leucanthemum laciniatum
717291,Angiospermes,Leucanthemum legraeanum
105799,Angiospermes,Leucanthemum maximum
105801,Angiospermes,Leucanthemum meridionale
105803,Angiospermes,Leucanthemum monspeliense
105807,Angiospermes,Leucanthemum pallens
105814,Angiospermes,Leucanthemum subglaucum
105816,Angiospermes,Leucanthemum virgatum
105817,Angiospermes,Leucanthemum vulgare
148192,Angiospermes,Leucanthemum vulgare var. vulgare
148191,Angiospermes,Leucanthemum vulgare var. autumnale
194263,Angiospermes,Lonas
106538,Angiospermes,Lonas annua
194495,Angiospermes,Matricaria
107435,Angiospermes,Matricaria aurea
107440,Angiospermes,Matricaria chamomilla
107446,Angiospermes,Matricaria discoidea
195053,Angiospermes,Nananthea
109224,Angiospermes,Nananthea perpusilla
715554,Angiospermes,Pentzia
717830,Angiospermes,Pentzia suffruticosa
196351,Angiospermes,Plagius
113791,Angiospermes,Plagius flosculosus
968819,Angiospermes,Plagius grandis
197354,Angiospermes,Santolina
120784,Angiospermes,Santolina benthamiana
120785,Angiospermes,Santolina chamaecyparissus
120786,Angiospermes,Santolina corsica
611570,Angiospermes,Santolina decumbens
120802,Angiospermes,Santolina rosmarinifolia
717866,Angiospermes,Santolina villosa
120808,Angiospermes,Santolina virens
197747,Angiospermes,Soliva
124214,Angiospermes,Soliva sessilis
611480,Angiospermes,Soliva stolonifera
198201,Angiospermes,Tanacetum
125456,Angiospermes,Tanacetum audibertii
125457,Angiospermes,Tanacetum balsamita
125459,Angiospermes,Tanacetum cinerariifolium
162467,Angiospermes,Tanacetum coccineum
125460,Angiospermes,Tanacetum corymbosum
125464,Angiospermes,Tanacetum macrophyllum
125469,Angiospermes,Tanacetum parthenium
718786,Angiospermes,Tanacetum parthenium var. parthenium
621339,Angiospermes,Tanacetum parthenium var. praealtum
125474,Angiospermes,Tanacetum vulgare
607013,Angiospermes,Tripleurospermum
611625,Angiospermes,Tripleurospermum caucasicum
611624,Angiospermes,Tripleurospermum disciforme
127613,Angiospermes,Tripleurospermum inodorum
127614,Angiospermes,Tripleurospermum maritimum
762185,Angiospermes,Tripleurospermum maritimum subsp. maritimum
989809,Angiospermes,Tripleurospermum maritimum subsp. vinicaule
715649,Angiospermes,Vogtia
717697,Angiospermes,Vogtia annua
198979,Angiospermes,x Anthemimatricaria
130174,Angiospermes,x Anthemimatricaria dominii
130175,Angiospermes,x Anthemimatricaria inolens
130176,Angiospermes,x Anthemimatricaria maleolens
130177,Angiospermes,x Anthemimatricaria sulfurea
189558,Angiospermes,Aster
84622,Angiospermes,Aster alpinus
958222,Angiospermes,Aster alpinus subsp. alpinus
84626,Angiospermes,Aster amellus
84731,Angiospermes,Aster x alpinoamellus
84699,Angiospermes,Aster pyrenaeus
610836,Angiospermes,Aster trinervius
159902,Angiospermes,Aster willkommii
612601,Angiospermes,Aster willkommii subsp. catalaunicus
189696,Angiospermes,Baccharis
85474,Angiospermes,Baccharis halimifolia
606854,Angiospermes,Bellidiastrum
85720,Angiospermes,Bellidiastrum michelii
189811,Angiospermes,Bellis
85728,Angiospermes,Bellis annua
85730,Angiospermes,Bellis bernardii
85740,Angiospermes,Bellis perennis
85743,Angiospermes,Bellis rotundifolia
85745,Angiospermes,Bellis sylvestris
189812,Angiospermes,Bellium
85747,Angiospermes,Bellium bellidioides
85750,Angiospermes,Bellium nivale
606858,Angiospermes,Boltonia
610635,Angiospermes,Boltonia asteroides
715556,Angiospermes,Brachyscome
610765,Angiospermes,Brachyscome collina
86239,Angiospermes,Brachyscome heterodonta
190212,Angiospermes,Callistephus
87464,Angiospermes,Callistephus chinensis
87520,Angiospermes,Calotis lappulacea
446959,Angiospermes,Dichrocephala integrifolia
192282,Angiospermes,Erigeron
611688,Angiospermes,Erigeron acris
612619,Angiospermes,Erigeron acris subsp. acris
612620,Angiospermes,Erigeron acris subsp. angulosus
612621,Angiospermes,Erigeron acris subsp. droebachensis
612622,Angiospermes,Erigeron acris subsp. serotinus
96736,Angiospermes,Erigeron alpinus
96739,Angiospermes,Erigeron annuus
96742,Angiospermes,Erigeron atticus
96743,Angiospermes,Erigeron bilbaoanus
96745,Angiospermes,Erigeron blakei
96746,Angiospermes,Erigeron bonariensis
611693,Angiospermes,Erigeron canadensis x Erigeron sumatrensis
96749,Angiospermes,Erigeron canadensis
611690,Angiospermes,Erigeron floribundus
96761,Angiospermes,Erigeron glabratus
96764,Angiospermes,Erigeron glaucus
160098,Angiospermes,Erigeron x advenigenus
96822,Angiospermes,Erigeron x chanousii
611692,Angiospermes,Erigeron x daveauana
611691,Angiospermes,Erigeron x foucaudii
96823,Angiospermes,Erigeron x glabrescens
96824,Angiospermes,Erigeron x glareosus
96825,Angiospermes,Erigeron x helveticus
96826,Angiospermes,Erigeron x huelsenii
96827,Angiospermes,Erigeron x rhaeticus
611689,Angiospermes,Erigeron x vandasii
611687,Angiospermes,Erigeron x vierhapperi
96775,Angiospermes,Erigeron karvinskianus
96790,Angiospermes,Erigeron neglectus
96793,Angiospermes,Erigeron paolii
96794,Angiospermes,Erigeron philadelphicus
96805,Angiospermes,Erigeron schleicheri
96813,Angiospermes,Erigeron strigosus
96814,Angiospermes,Erigeron sumatrensis
96816,Angiospermes,Erigeron uniflorus
134221,Angiospermes,Erigeron uniflorus subsp. uniflorus
134218,Angiospermes,Erigeron uniflorus subsp. aragonensis
606895,Angiospermes,Eurybia
610589,Angiospermes,Eurybia divaricata
715561,Angiospermes,Euthamia
97862,Angiospermes,Euthamia graminifolia
606899,Angiospermes,Galatella
99244,Angiospermes,Galatella linosyris
612471,Angiospermes,Galatella linosyris var. linosyris
718693,Angiospermes,Galatella linosyris var. armoricana
610594,Angiospermes,Galatella sedifolia
612633,Angiospermes,Galatella sedifolia subsp. sedifolia
621922,Angiospermes,Galatella sedifolia subsp. dracunculoides
612634,Angiospermes,Galatella sedifolia subsp. rigida
192947,Angiospermes,Grindelia
100583,Angiospermes,Grindelia squarrosa
986870,Angiospermes,Lagenophora sinuosa
986871,Angiospermes,Lagenophora sublyrata
195395,Angiospermes,Olearia
110023,Angiospermes,Olearia x haastii
110024,Angiospermes,Olearia x scillionensis
110017,Angiospermes,Olearia paniculata
110020,Angiospermes,Olearia solandri
110021,Angiospermes,Olearia traversiorum
110022,Angiospermes,Olearia virgata
446526,Angiospermes,Pacifigeron
448090,Angiospermes,Pacifigeron rapensis
790727,Angiospermes,Psiadia altissima
706707,Angiospermes,Psiadia amygdalina
706708,Angiospermes,Psiadia anchusifolia
706709,Angiospermes,Psiadia argentea
706710,Angiospermes,Psiadia aspera
706711,Angiospermes,Psiadia boivinii
706712,Angiospermes,Psiadia callocephala
706713,Angiospermes,Psiadia dentata
706714,Angiospermes,Psiadia insignis
706715,Angiospermes,Psiadia laurifolia
706717,Angiospermes,Psiadia melastomatoides
706718,Angiospermes,Psiadia montana
807487,Angiospermes,Psiadia pascalii
706719,Angiospermes,Psiadia retusa
706720,Angiospermes,Psiadia rivalsii
706721,Angiospermes,Psiadia salaziana
706722,Angiospermes,Psiadia sericea
197745,Angiospermes,Solidago
124164,Angiospermes,Solidago canadensis
124168,Angiospermes,Solidago gigantea
124209,Angiospermes,Solidago x niedereri
721809,Angiospermes,Solidago latissimifolia
124194,Angiospermes,Solidago rugosa
124196,Angiospermes,Solidago sempervirens
124205,Angiospermes,Solidago virgaurea
141299,Angiospermes,Solidago virgaurea subsp. virgaurea
141296,Angiospermes,Solidago virgaurea subsp. minuta
446750,Angiospermes,Symphyotrichum
611643,Angiospermes,Symphyotrichum dumosum
125328,Angiospermes,Symphyotrichum ericoides
125336,Angiospermes,Symphyotrichum x amethystinum
125337,Angiospermes,Symphyotrichum x salignum
717877,Angiospermes,Symphyotrichum x tardiflorum
125338,Angiospermes,Symphyotrichum x versicolor
448410,Angiospermes,Symphyotrichum laeve
125330,Angiospermes,Symphyotrichum lanceolatum
717576,Angiospermes,Symphyotrichum lateriflorum
125331,Angiospermes,Symphyotrichum novae-angliae
448412,Angiospermes,Symphyotrichum novi-belgii
612575,Angiospermes,Symphyotrichum novi-belgii var. novi-belgii
717577,Angiospermes,Symphyotrichum pilosum
718026,Angiospermes,Symphyotrichum puniceum
125333,Angiospermes,Symphyotrichum squamatum
448413,Angiospermes,Symphyotrichum subulatum
448414,Angiospermes,Symphyotrichum tradescantii
607014,Angiospermes,Tripolium
127625,Angiospermes,Tripolium pannonicum
673059,Angiospermes,Vittadinia simulans
199040,Angiospermes,x Solidaster
130466,Angiospermes,x Solidaster hybridus
190445,Angiospermes,Centipeda
788793,Angiospermes,Centipeda cunninghamii
89878,Angiospermes,Centipeda minima
446677,Angiospermes,Apostates
448314,Angiospermes,Apostates rapae
197465,Angiospermes,Schkuhria
121530,Angiospermes,Schkuhria pinnata
190178,Angiospermes,Calendula
87420,Angiospermes,Calendula arvensis
87429,Angiospermes,Calendula officinalis
87434,Angiospermes,Calendula stellata
610683,Angiospermes,Calendula suffruticosa
938357,Angiospermes,Calendula suffruticosa subsp. fulgida
967622,Angiospermes,Calendula suffruticosa subsp. tomentosa
87437,Angiospermes,Calendula tripterocarpa
190777,Angiospermes,Chrysanthemoides
91012,Angiospermes,Chrysanthemoides monilifera
133259,Angiospermes,Chrysanthemoides monilifera subsp. monilifera
948718,Angiospermes,Dimorphotheca
95020,Angiospermes,Dimorphotheca pluvialis
95022,Angiospermes,Dimorphotheca sinuata
195582,Angiospermes,Osteospermum
111821,Angiospermes,Osteospermum barberae
111823,Angiospermes,Osteospermum ecklonis
111824,Angiospermes,Osteospermum fruticosum
111825,Angiospermes,Osteospermum jucundum
189871,Angiospermes,Bidens
446835,Angiospermes,Bidens alba
448588,Angiospermes,Bidens alba var. radiata
445442,Angiospermes,Bidens aoraiensis
85939,Angiospermes,Bidens aristosa
85940,Angiospermes,Bidens aurea
445443,Angiospermes,Bidens australis
445444,Angiospermes,Bidens beckiana
608062,Angiospermes,Bidens bipinnata
445460,Angiospermes,Bidens bipontina
705940,Angiospermes,Bidens biternata
85946,Angiospermes,Bidens cernua
85949,Angiospermes,Bidens connata
445446,Angiospermes,Bidens cordifolia
445447,Angiospermes,Bidens deltoidea
85953,Angiospermes,Bidens discoidea
779147,Angiospermes,Bidens evapelliana
85957,Angiospermes,Bidens frondosa
445448,Angiospermes,Bidens glabrata
445449,Angiospermes,Bidens glandulifera
445451,Angiospermes,Bidens henryi
85991,Angiospermes,Bidens x garumnae
85993,Angiospermes,Bidens x madiotii
85994,Angiospermes,Bidens x polakii
445453,Angiospermes,Bidens lantanoides
784368,Angiospermes,Bidens meyeri
779010,Angiospermes,Bidens microcephala
445455,Angiospermes,Bidens mooreensis
445456,Angiospermes,Bidens orofenensis
85972,Angiospermes,Bidens pilosa
445457,Angiospermes,Bidens polycephala
85978,Angiospermes,Bidens radiata
445458,Angiospermes,Bidens raiateensis
445459,Angiospermes,Bidens saint-johniana
85981,Angiospermes,Bidens subalternans
85986,Angiospermes,Bidens tripartita
