LEVEL,LB_CODE,LB_HAB_FR,CD_HAB,EUNIS
G,G3.97,Bois de <em>Taxus baccata</em> du Paléarctique occidental,5630,G3.97-Bois de <em>Taxus baccata</em> du Paléarctique occidental
G,G3.972,Bois d'If corses,12168,G3.972-Bois d'If corses
G,G3.976,Bois d'If provençaux,12172,G3.976-Bois d'If provençaux
G,G3.977,Bois d'If carpato-alpins,12173,G3.977-Bois d'If carpato-alpins
G,G3.99,Bois de <em>Juniperus oxycedrus</em>,5648,G3.99-Bois de <em>Juniperus oxycedrus</em>
G,G3.9A,Bois de <em>Juniperus phoenicea</em>,5636,G3.9A-Bois de <em>Juniperus phoenicea</em>
G,G3.E,Forêts de conifères des tourbières némorales,1913,G3.E-Forêts de conifères des tourbières némorales
G,G3.E1,Pinèdes tourbeuses à <em>Pinus mugo</em>,5889,G3.E1-Pinèdes tourbeuses à <em>Pinus mugo</em>
G,G3.E2,Pinèdes tourbeuses à <em>Pinus sylvestris</em> némorales,5834,G3.E2-Pinèdes tourbeuses à <em>Pinus sylvestris</em> némorales
G,G3.E22,Pinèdes tourbeuses à Pin sylvestre hercyniennes,12335,G3.E22-Pinèdes tourbeuses à Pin sylvestre hercyniennes
G,G3.E23,Pinèdes tourbeuses à Pin sylvestre et Calamagrostide,12336,G3.E23-Pinèdes tourbeuses à Pin sylvestre et Calamagrostide
G,G3.E5,Pessières à Sphaignes némorales,5845,G3.E5-Pessières à Sphaignes némorales
G,G3.E51,Pessières à Sphaignes périalpines,12342,G3.E51-Pessières à Sphaignes périalpines
G,G3.E6,Pessières tourbeuses némorales,5846,G3.E6-Pessières tourbeuses némorales
G,G3.F,Plantations très artificielles de conifères,1897,G3.F-Plantations très artificielles de conifères
G,G3.F1,Plantations de conifères indigènes,5855,G3.F1-Plantations de conifères indigènes
G,G3.F11,"Plantations de Sapins, d'Épicéas, de Mélèzes et de Cèdres indigènes",12352,"G3.F11-Plantations de Sapins, d'Épicéas, de Mélèzes et de Cèdres indigènes"
G,G3.F12,Plantations de Pins indigènes,12353,G3.F12-Plantations de Pins indigènes
G,G3.F13,"Plantations de Cyprès, de Genévriers, d'Ifs indigènes",12354,"G3.F13-Plantations de Cyprès, de Genévriers, d'Ifs indigènes"
G,G3.F2,Plantations de conifères exotiques,5856,G3.F2-Plantations de conifères exotiques
G,G3.F21,"Plantations d'Épicéas, de Sapins, de Mélèzes, de Sapins de Douglas, de Cèdres exotiques",12363,"G3.F21-Plantations d'Épicéas, de Sapins, de Mélèzes, de Sapins de Douglas, de Cèdres exotiques"
G,G3.F22,Plantations de Pins exotiques,12364,G3.F22-Plantations de Pins exotiques
G,G3.F23,Autres plantations de conifères exotiques,12365,G3.F23-Autres plantations de conifères exotiques
G,G4,Formations mixtes d'espèces caducifoliées et de conifères,653,G4-Formations mixtes d'espèces caducifoliées et de conifères
G,G4.6,Forêts mixtes à <em>Abies</em>-<em>Picea</em>-<em>Fagus</em>,1911,G4.6-Forêts mixtes à <em>Abies</em>-<em>Picea</em>-<em>Fagus</em>
G,G4.C,Boisements mixtes à <em>Pinus sylvestris</em> et à <em>Quercus</em> thermophiles,1834,G4.C-Boisements mixtes à <em>Pinus sylvestris</em> et à <em>Quercus</em> thermophiles
G,G5,"Alignements d'arbres, petits bois anthropiques, boisements récemment abattus, stades initiaux de boisements et taillis",624,"G5-Alignements d'arbres, petits bois anthropiques, boisements récemment abattus, stades initiaux de boisements et taillis"
G,G5.1,Alignements d'arbres,1849,G5.1-Alignements d'arbres
G,G5.2,Petits bois anthropiques de feuillus caducifoliés,1850,G5.2-Petits bois anthropiques de feuillus caducifoliés
G,G5.3,Petits bois anthropiques de feuillus sempervirents,1851,G5.3-Petits bois anthropiques de feuillus sempervirents
G,G5.4,Petits bois anthropiques de conifères,1852,G5.4-Petits bois anthropiques de conifères
G,G5.5,Petits bois anthropiques mixtes de feuillus et conifères,1858,G5.5-Petits bois anthropiques mixtes de feuillus et conifères
G,G5.6,Stades initiaux et régénérations des forêts naturelles et semi-naturelles,1859,G5.6-Stades initiaux et régénérations des forêts naturelles et semi-naturelles
G,G5.61,Prébois caducifoliés,5743,G5.61-Prébois caducifoliés
G,G5.62,Prébois mixtes,5744,G5.62-Prébois mixtes
G,G5.63,Prébois de conifères,5745,G5.63-Prébois de conifères
G,G5.64,Prébois des tourbières hautes,5746,G5.64-Prébois des tourbières hautes
G,G5.7,Taillis et stades initiaux des plantations,1860,G5.7-Taillis et stades initiaux des plantations
G,G5.71,Taillis,5754,G5.71-Taillis
G,G5.72,Stades initiaux des plantations de feuillus caducifoliés,5755,G5.72-Stades initiaux des plantations de feuillus caducifoliés
G,G5.73,Stades initiaux des plantations de feuillus sempervirents,5756,G5.73-Stades initiaux des plantations de feuillus sempervirents
G,G5.74,Stades initiaux des plantations de conifères,5757,G5.74-Stades initiaux des plantations de conifères
G,G5.75,Stades initiaux des plantations mixtes de feuillus et conifères,5758,G5.75-Stades initiaux des plantations mixtes de feuillus et conifères
G,G5.76,Arbres plantés en vue d'une récolte précoce de l'arbre entier,5759,G5.76-Arbres plantés en vue d'une récolte précoce de l'arbre entier
G,G5.8,Coupes forestières récentes,1862,G5.8-Coupes forestières récentes
G,G5.81,"Coupes forestières récentes, occupées précédemment par des arbres feuillus",5765,"G5.81-Coupes forestières récentes, occupées précédemment par des arbres feuillus"
G,G5.82,"Coupes forestières récentes, occupées précédemment par des conifères",5766,"G5.82-Coupes forestières récentes, occupées précédemment par des conifères"
G,G5.83,"Coupes forestières récentes, occupées précédemment par des boisements mixtes de feuillus et de conifères",5767,"G5.83-Coupes forestières récentes, occupées précédemment par des boisements mixtes de feuillus et de conifères"
G,G5.84,Clairières herbacées,5768,G5.84-Clairières herbacées
G,G5.841,Clairières à Épilobe et Digitale,12297,G5.841-Clairières à Épilobe et Digitale
G,G5.842,Clairières à Bardane et Belladone,12298,G5.842-Clairières à Bardane et Belladone
G,G5.85,Clairières à couvert arbustif,5769,G5.85-Clairières à couvert arbustif
H,H,Habitats continentaux sans végétation ou à végétation clairsemée,87,H-Habitats continentaux sans végétation ou à végétation clairsemée
H,H1,"Grottes, systèmes de grottes, passages et plans d'eau souterrains terrestres",634,"H1-Grottes, systèmes de grottes, passages et plans d'eau souterrains terrestres"
H,H1.1,Entrées des grottes,1869,H1.1-Entrées des grottes
H,H1.2,Intérieurs des grottes,1870,H1.2-Intérieurs des grottes
H,H1.21,Grottes à vertébrés troglobiontes,5790,H1.21-Grottes à vertébrés troglobiontes
H,H1.212,Grottes à poissons troglobiontes,12310,H1.212-Grottes à poissons troglobiontes
H,H1.22,Grottes à invertébrés subtroglophiles,5791,H1.22-Grottes à invertébrés subtroglophiles
H,H1.221,Grottes continentales à vertébrés subtroglophiles,12311,H1.221-Grottes continentales à vertébrés subtroglophiles
H,H1.222,Grottes insulaires à vertébrés subtroglophiles,12312,H1.222-Grottes insulaires à vertébrés subtroglophiles
H,H1.23,Grottes à invertébrés troglobiontes,5798,H1.23-Grottes à invertébrés troglobiontes
H,H1.231,Grottes tempérées à invertébrés troglobiontes,12318,H1.231-Grottes tempérées à invertébrés troglobiontes
H,H1.232,Grottes glaciaires à invertébrés troglobiontes,12319,H1.232-Grottes glaciaires à invertébrés troglobiontes
H,H1.233,Grottes hydrothermales à invertébrés troglobiontes,12320,H1.233-Grottes hydrothermales à invertébrés troglobiontes
H,H1.234,Grottes soufrées à invertébrés troglobiontes,12327,H1.234-Grottes soufrées à invertébrés troglobiontes
H,H1.24,Grottes à invertébrés troglophiles,5814,H1.24-Grottes à invertébrés troglophiles
H,H1.25,Grottes à invertébrés subtroglophiles,5815,H1.25-Grottes à invertébrés subtroglophiles
H,H1.26,Grottes sans vertébrés ni invertébrés,5816,H1.26-Grottes sans vertébrés ni invertébrés
H,H1.3,Passages souterrains sombres,1883,H1.3-Passages souterrains sombres
H,H1.5,Plans d'eau stagnante souterrains,1886,H1.5-Plans d'eau stagnante souterrains
H,H1.51,Plans d'eau stagnante souterrains permanents,5826,H1.51-Plans d'eau stagnante souterrains permanents
H,H1.52,Plans d'eau stagnante souterrains temporaires,5827,H1.52-Plans d'eau stagnante souterrains temporaires
H,H1.6,Masses d'eau courante souterraines,1887,H1.6-Masses d'eau courante souterraines
H,H1.61,Masses d'eau courante souterrains permanents,5828,H1.61-Masses d'eau courante souterrains permanents
H,H1.62,Masses d'eau courante souterrains temporaires,5829,H1.62-Masses d'eau courante souterrains temporaires
H,H1.7,Mines et tunnels souterrains désaffectés,1888,H1.7-Mines et tunnels souterrains désaffectés
H,H2,Éboulis,650,H2-Éboulis
H,H2.3,Éboulis siliceux acides des montagnes tempérées,1891,H2.3-Éboulis siliceux acides des montagnes tempérées
H,H2.31,Éboulis siliceux alpins,5847,H2.31-Éboulis siliceux alpins
H,H2.311,Éboulis à Oxyria à deux styles,12344,H2.311-Éboulis à Oxyria à deux styles
H,H2.3111,Éboulis à Oxyria à deux styles des Alpes,18502,H2.3111-Éboulis à Oxyria à deux styles des Alpes
H,H2.3112,Éboulis à Oxyria à deux styles des Alpes sud-occidentales,18503,H2.3112-Éboulis à Oxyria à deux styles des Alpes sud-occidentales
H,H2.3113,Éboulis à Oxyria à deux styles pyrénéens,18504,H2.3113-Éboulis à Oxyria à deux styles pyrénéens
H,H2.3114,Éboulis à Oxyria à deux styles corses,18505,H2.3114-Éboulis à Oxyria à deux styles corses
H,H2.312,Éboulis à Androsace,12345,H2.312-Éboulis à Androsace
H,H2.313,Éboulis à Luzule marron,12355,H2.313-Éboulis à Luzule marron
H,H2.3131,Éboulis des Alpes à Luzule,18515,H2.3131-Éboulis des Alpes à Luzule
H,H2.314,Éboulis silicatés et froids à gros blocs,12356,H2.314-Éboulis silicatés et froids à gros blocs
H,H2.32,Éboulis siliceux médio-européens des hautes terres,5863,H2.32-Éboulis siliceux médio-européens des hautes terres
H,H2.4,Éboulis calcaires et ultrabasiques des zones montagneuses tempérées,1903,H2.4-Éboulis calcaires et ultrabasiques des zones montagneuses tempérées
H,H2.41,Éboulis des Alpes sur calcschistes,5865,H2.41-Éboulis des Alpes sur calcschistes
H,H2.42,Éboulis à <em>Thlaspi rotundifolium</em>,5866,H2.42-Éboulis à <em>Thlaspi rotundifolium</em>
H,H2.43,Éboulis calcaires fins,5867,H2.43-Éboulis calcaires fins
H,H2.431,Éboulis à Pétasite,12370,H2.431-Éboulis à Pétasite
H,H2.432,Éboulis à Liondent des montagnes,12371,H2.432-Éboulis à Liondent des montagnes
H,H2.5,Éboulis siliceux acides des expositions chaudes,1912,H2.5-Éboulis siliceux acides des expositions chaudes
H,H2.51,Éboulis pyrénéo-alpins siliceux thermophiles,5880,H2.51-Éboulis pyrénéo-alpins siliceux thermophiles
H,H2.53,Éboulis ibéro-pyrénéens acidophiles à fougères,5882,H2.53-Éboulis ibéro-pyrénéens acidophiles à fougères
H,H2.6,Éboulis calcaires et ultrabasiques des expositions chaudes,1824,H2.6-Éboulis calcaires et ultrabasiques des expositions chaudes
H,H2.61,Éboulis thermophiles périalpins,5709,H2.61-Éboulis thermophiles périalpins
H,H2.611,Éboulis à Calamagrostide argentée,12277,H2.611-Éboulis à Calamagrostide argentée
H,H2.612,Éboulis calcaires submontagnards,12278,H2.612-Éboulis calcaires submontagnards
H,H2.6121,Éboulis à Galéopsis à feuilles étroites,18487,H2.6121-Éboulis à Galéopsis à feuilles étroites
H,H2.6122,Éboulis à Oseille ronde,18488,H2.6122-Éboulis à Oseille ronde
H,H2.6123,Éboulis calcaires à fougères,18489,H2.6123-Éboulis calcaires à fougères
H,H2.6124,Éboulis à Dompte-venin,18490,H2.6124-Éboulis à Dompte-venin
H,H2.613,Éboulis du Bassin parisien,12285,H2.613-Éboulis du Bassin parisien
H,H2.62,Éboulis cévenno-provençaux,5726,H2.62-Éboulis cévenno-provençaux
H,H2.63,Éboulis calcaires pyrénéens,5727,H2.63-Éboulis calcaires pyrénéens
H,H2.64,Éboulis calcaires oro-cantabriques,5728,H2.64-Éboulis calcaires oro-cantabriques
H,H2.65,Éboulis calciphiles ibériques à fougères,5729,H2.65-Éboulis calciphiles ibériques à fougères
H,H3,"Falaises continentales, pavements rocheux et affleurements rocheux",625,"H3-Falaises continentales, pavements rocheux et affleurements rocheux"
H,H3.1,Falaises continentales siliceuses acides,1863,H3.1-Falaises continentales siliceuses acides
H,H3.11,Falaises siliceuses montagnardes médio-européennes,5760,H3.11-Falaises siliceuses montagnardes médio-européennes
H,H3.111,Falaises siliceuses médio-européennes de haute altitude,12295,H3.111-Falaises siliceuses médio-européennes de haute altitude
H,H3.112,Falaises siliceuses montagnardes et collinéennes hercynio-alpines,12296,H3.112-Falaises siliceuses montagnardes et collinéennes hercynio-alpines
H,H3.113,Falaises de serpentine hercynio-alpines,12299,H3.113-Falaises de serpentine hercynio-alpines
H,H3.13,Falaises siliceuses des Alpes sud-occidentales,5771,H3.13-Falaises siliceuses des Alpes sud-occidentales
H,H3.14,Falaises montagnardes et alpines cyrno-sardes,5772,H3.14-Falaises montagnardes et alpines cyrno-sardes
H,H3.16,Falaises siliceuses montagnardes péripyrénéennes,5779,H3.16-Falaises siliceuses montagnardes péripyrénéennes
H,H3.18,Falaises siliceuses thermophiles ouest-méditerranéennes,5781,H3.18-Falaises siliceuses thermophiles ouest-méditerranéennes
H,H3.1B,Falaises continentales siliceuses nues,5792,H3.1B-Falaises continentales siliceuses nues
H,H3.1B1,Falaises siliceuses de haute altitude et arctiques,12313,H3.1B1-Falaises siliceuses de haute altitude et arctiques
H,H3.1B2,Falaises siliceuses montagnardes,12314,H3.1B2-Falaises siliceuses montagnardes
H,H3.1B4,Falaises siliceuses némorales de basse altitude,12316,H3.1B4-Falaises siliceuses némorales de basse altitude
H,H3.1B5,Falaises siliceuses méditerranéennes,12317,H3.1B5-Falaises siliceuses méditerranéennes
H,H3.1C,Carrières de silice désaffectées,5793,H3.1C-Carrières de silice désaffectées
H,H3.2,Falaises continentales basiques et ultrabasiques,1872,H3.2-Falaises continentales basiques et ultrabasiques
H,H3.21,Communautés chasmophytiques calcicoles euméditerranéennes tyrrhénio-adriatiques,5799,H3.21-Communautés chasmophytiques calcicoles euméditerranéennes tyrrhénio-adriatiques
H,H3.211,Falaises à Doradille de Pétrarque,12321,H3.211-Falaises à Doradille de Pétrarque
H,H3.214,Falaises à Chou insulaire,12324,H3.214-Falaises à Chou insulaire
H,H3.2143,Falaises ouest-méditerranéennes à Polypode,18491,H3.2143-Falaises ouest-méditerranéennes à Polypode
H,H3.22,Communautés chasmophytiques calcicoles des Pyrénées centrales,5830,H3.22-Communautés chasmophytiques calcicoles des Pyrénées centrales
H,H3.23,Communautés chasmophytiques calcicoles liguro-apennines,5831,H3.23-Communautés chasmophytiques calcicoles liguro-apennines
H,H3.25,Communautés chasmophytiques alpines et subméditerranéennes,5836,H3.25-Communautés chasmophytiques alpines et subméditerranéennes
H,H3.251,Communautés héliophiles des falaises calcaires alpines,12339,H3.251-Communautés héliophiles des falaises calcaires alpines
H,H3.252,Falaises calcaires médio-européennes à fougères,12340,H3.252-Falaises calcaires médio-européennes à fougères
H,H3.2E,Falaises continentales calcaires nues,5871,H3.2E-Falaises continentales calcaires nues
H,H3.2E1,Falaises calcaires de haute altitude et arctiques,12366,H3.2E1-Falaises calcaires de haute altitude et arctiques
H,H3.2E2,Falaises calcaires des montagnes,12367,H3.2E2-Falaises calcaires des montagnes
H,H3.2E4,Falaises calcaires némorales de basse altitude,12369,H3.2E4-Falaises calcaires némorales de basse altitude
H,H3.2E5,Falaises calcaires méditerranéennes,12279,H3.2E5-Falaises calcaires méditerranéennes
H,H3.2F,Carrières désaffectées de craie et de calcaire,5710,H3.2F-Carrières désaffectées de craie et de calcaire
H,H3.2H,Falaises continentales basaltiques et ultrabasiques nues,5712,H3.2H-Falaises continentales basaltiques et ultrabasiques nues
H,H3.2H1,Falaises basaltiques et ultrabasiques de haute altitude et arctiques,12280,H3.2H1-Falaises basaltiques et ultrabasiques de haute altitude et arctiques
H,H3.2H2,Falaises basaltiques et ultrabasiques des montagnes,12281,H3.2H2-Falaises basaltiques et ultrabasiques des montagnes
H,H3.2H4,Falaises basaltiques et ultrabasiques némorales de basse altitude,12283,H3.2H4-Falaises basaltiques et ultrabasiques némorales de basse altitude
H,H3.2H5,Falaises basaltiques et ultrabasiques méditerranéennes,12284,H3.2H5-Falaises basaltiques et ultrabasiques méditerranéennes
H,H3.2J,Communautés méditerranéennes des parois basaltiques ou de serpentinite,5722,H3.2J-Communautés méditerranéennes des parois basaltiques ou de serpentinite
H,H3.4,Falaises continentales humides,1839,H3.4-Falaises continentales humides
H,H3.41,Falaises continentales humides méditerranéennes,5723,H3.41-Falaises continentales humides méditerranéennes
H,H3.42,Falaises continentales humides septentrionales,5724,H3.42-Falaises continentales humides septentrionales
H,H3.5,"Pavements rocheux quasi nus, y compris pavements calcaires",1853,"H3.5-Pavements rocheux quasi nus, y compris pavements calcaires"
H,H3.51,"Pavements, dalles rocheuses, dômes rocheux",5736,"H3.51-Pavements, dalles rocheuses, dômes rocheux"
H,H3.511,Pavements calcaires,12290,H3.511-Pavements calcaires
H,H3.6,Affleurements et rochers érodés,1861,H3.6-Affleurements et rochers érodés
H,H3.61,Affleurements et rochers érodés nus,5752,H3.61-Affleurements et rochers érodés nus
H,H3.62,Affleurements et rochers érodés à végétation clairsemée,5753,H3.62-Affleurements et rochers érodés à végétation clairsemée
H,H4,Habitats dominés par la neige ou la glace,626,H4-Habitats dominés par la neige ou la glace
H,H4.1,Névés,1864,H4.1-Névés
H,H4.2,Calottes glaciaires et glaciers vrais,1865,H4.2-Calottes glaciaires et glaciers vrais
H,H4.22,Glaciers de cirque et de vallée,5762,H4.22-Glaciers de cirque et de vallée
H,H4.23,Petits glaciers (Glacierets),5763,H4.23-Petits glaciers (Glacierets)
H,H4.3,Glaciers rocheux et moraines sans végétation à dominance de glace,1866,H4.3-Glaciers rocheux et moraines sans végétation à dominance de glace
H,H4.31,Glaciers rocheux,5764,H4.31-Glaciers rocheux
H,H4.32,Moraines à cœur de glace,5774,H4.32-Moraines à cœur de glace
H,H4.33,Moraines glaciaires en formation sans végétation,5775,H4.33-Moraines glaciaires en formation sans végétation
H,H5,Habitats continentaux divers sans végétation ou à végétation clairsemée,630,H5-Habitats continentaux divers sans végétation ou à végétation clairsemée
H,H5.2,Moraines glaciaires avec peu ou pas de végétation,1868,H5.2-Moraines glaciaires avec peu ou pas de végétation
H,H5.21,Jeunes moraines glaciaires sans végétation,5777,H5.21-Jeunes moraines glaciaires sans végétation
H,H5.22,Moraines glaciaires faiblement végétalisées,5778,H5.22-Moraines glaciaires faiblement végétalisées
H,H5.3,Habitats sans végétation ou à végétation clairsemée sur substrats minéraux ne résultant pas d'une activité glaciaire récente,1871,H5.3-Habitats sans végétation ou à végétation clairsemée sur substrats minéraux ne résultant pas d'une activité glaciaire récente
