CD_NOM,FAMILLE,NOM_VALIDE
610700,Orchidaceae,Anacamptis fragrans x Anacamptis palustris
717075,Orchidaceae,Anacamptis fragrans
162182,Orchidaceae,Anacamptis x alata
1002471,Orchidaceae,Anacamptis x alatoides
162183,Orchidaceae,Anacamptis x albertii
717076,Orchidaceae,Anacamptis x bicknellii
162191,Orchidaceae,Anacamptis x bornemannii
162192,Orchidaceae,Anacamptis x cortesii
608842,Orchidaceae,Anacamptis x darcissii
162225,Orchidaceae,Anacamptis x duquesneyi
610697,Orchidaceae,Anacamptis x galloprovinciana
162204,Orchidaceae,Anacamptis x genevensis
162252,Orchidaceae,Anacamptis x gennarii
610698,Orchidaceae,Anacamptis x heraclea x Anacamptis palustris
162154,Orchidaceae,Anacamptis x heraclea
162229,Orchidaceae,Anacamptis x laniccae
717077,Orchidaceae,Anacamptis x larzacensis
162185,Orchidaceae,Anacamptis x lloydiana
162168,Orchidaceae,Anacamptis x menosii
162186,Orchidaceae,Anacamptis x nicodemii
162187,Orchidaceae,Anacamptis x olida
610699,Orchidaceae,Anacamptis x parvifolia x Anacamptis palustris
162165,Orchidaceae,Anacamptis x parvifolia
162189,Orchidaceae,Anacamptis x sarcidani
610242,Orchidaceae,Anacamptis x semisaccata
162163,Orchidaceae,Anacamptis x simorrensis
162162,Orchidaceae,Anacamptis x ticinensis
162190,Orchidaceae,Anacamptis x timbalii
162230,Orchidaceae,Anacamptis x vanlookenii
162236,Orchidaceae,Anacamptis x yvesii
610691,Orchidaceae,Anacamptis laxiflora x Anacamptis morio subsp. picta
82283,Orchidaceae,Anacamptis laxiflora
610693,Orchidaceae,Anacamptis morio x Anacamptis papilionacea
610692,Orchidaceae,Anacamptis morio subsp. longicornu x Anacamptis papilionacea var. expansa
82285,Orchidaceae,Anacamptis morio
719217,Orchidaceae,Anacamptis morio subsp. morio
719215,Orchidaceae,Anacamptis morio subsp. champagneuxii
610690,Orchidaceae,Anacamptis morio subsp. longicornu x Anacamptis morio subsp. picta
719216,Orchidaceae,Anacamptis morio subsp. longicornu
626615,Orchidaceae,Anacamptis morio subsp. picta
82286,Orchidaceae,Anacamptis palustris
82287,Orchidaceae,Anacamptis papilionacea
82288,Orchidaceae,Anacamptis pyramidalis
613137,Orchidaceae,Anacamptis pyramidalis var. pyramidalis
143482,Orchidaceae,Anacamptis pyramidalis var. tanayensis
705933,Orchidaceae,Benthamia latifolia
710121,Orchidaceae,Benthamia nigrescens subsp. borbonica
710119,Orchidaceae,Benthamia nigrescens subsp. secundiflora
190637,Orchidaceae,Chamorchis
90561,Orchidaceae,Chamorchis alpina
191002,Orchidaceae,Coeloglossum
92097,Orchidaceae,Coeloglossum viride
970860,Orchidaceae,Cynorkis borbonica
709572,Orchidaceae,Cynorkis boryana
967013,Orchidaceae,Cynorkis boryana var. boryana
967014,Orchidaceae,Cynorkis boryana var. aristei
706123,Orchidaceae,Cynorkis breviplectra
706124,Orchidaceae,Cynorkis cadetii
706125,Orchidaceae,Cynorkis calcaripotens
967016,Orchidaceae,Cynorkis castillonii
971287,Orchidaceae,Cynorkis citrata
706126,Orchidaceae,Cynorkis clavata
706129,Orchidaceae,Cynorkis constellata
706132,Orchidaceae,Cynorkis discolor
706133,Orchidaceae,Cynorkis exilis
706134,Orchidaceae,Cynorkis falcata
706136,Orchidaceae,Cynorkis frappieri
967019,Orchidaceae,Cynorkis imbellis
967020,Orchidaceae,Cynorkis inermis
706141,Orchidaceae,Cynorkis micrantha
706142,Orchidaceae,Cynorkis nervilabris
706144,Orchidaceae,Cynorkis paradoxa
721663,Orchidaceae,Cynorkis peyrotii
706146,Orchidaceae,Cynorkis pleiadea
706152,Orchidaceae,Cynorkis squamosa
706154,Orchidaceae,Cynorkis thouarsii
191524,Orchidaceae,Dactylorhiza
611206,Orchidaceae,Dactylorhiza angustata x Dactylorhiza fuchsii
611218,Orchidaceae,Dactylorhiza brennensis x Dactylorhiza maculata
94247,Orchidaceae,Dactylorhiza brennensis
717927,Orchidaceae,Dactylorhiza devillersiorum
94252,Orchidaceae,Dactylorhiza elata
611217,Orchidaceae,Dactylorhiza fuchsii x Dactylorhiza traunsteineri
94257,Orchidaceae,Dactylorhiza fuchsii
611211,Orchidaceae,Dactylorhiza incarnata subsp. cruenta x Dactylorhiza fuchsii var. fuchsii
611209,Orchidaceae,Dactylorhiza incarnata subsp. cruenta x Dactylorhiza majalis
94259,Orchidaceae,Dactylorhiza incarnata
133675,Orchidaceae,Dactylorhiza incarnata subsp. incarnata
146004,Orchidaceae,Dactylorhiza incarnata var. incarnata
146003,Orchidaceae,Dactylorhiza incarnata var. hyphaematodes
923047,Orchidaceae,Dactylorhiza incarnata var. serotina
619231,Orchidaceae,Dactylorhiza incarnata var. straminea
162477,Orchidaceae,Dactylorhiza incarnata nothosubsp. dufftii
133674,Orchidaceae,Dactylorhiza incarnata subsp. cruenta
619224,Orchidaceae,Dactylorhiza insularis
94290,Orchidaceae,Dactylorhiza x altobracensis
94292,Orchidaceae,Dactylorhiza x ampolai
94293,Orchidaceae,Dactylorhiza x aschersoniana
133709,Orchidaceae,Dactylorhiza x aschersoniana nothosubsp. aschersoniana
146014,Orchidaceae,Dactylorhiza x aschersoniana nothovar. wisniewskii
146013,Orchidaceae,Dactylorhiza x aschersoniana nothovar. aschersoniana
94294,Orchidaceae,Dactylorhiza x batavica
94295,Orchidaceae,Dactylorhiza x bourdonii
94296,Orchidaceae,Dactylorhiza x braunii
94298,Orchidaceae,Dactylorhiza x carnea
133713,Orchidaceae,Dactylorhiza x carnea nothosubsp. carnea
133712,Orchidaceae,Dactylorhiza x carnea nothosubsp. maculatiformis
162176,Orchidaceae,Dactylorhiza x conigera
94301,Orchidaceae,Dactylorhiza x delamainii
94303,Orchidaceae,Dactylorhiza x dubreuilhii
94304,Orchidaceae,Dactylorhiza x dufftiana
162159,Orchidaceae,Dactylorhiza x erdingeri
162161,Orchidaceae,Dactylorhiza x erdingeri nothof. elongatum
162160,Orchidaceae,Dactylorhiza x erdingeri nothof. erdingeri
94308,Orchidaceae,Dactylorhiza x flixensis
94310,Orchidaceae,Dactylorhiza x gotlandica
94312,Orchidaceae,Dactylorhiza x grandis
162177,Orchidaceae,Dactylorhiza x guilhotii
94313,Orchidaceae,Dactylorhiza x guillaumeae
94314,Orchidaceae,Dactylorhiza x hallii
133715,Orchidaceae,Dactylorhiza x hallii nothosubsp. hallii
133714,Orchidaceae,Dactylorhiza x hallii nothosubsp. nummiana
94315,Orchidaceae,Dactylorhiza x hochreutineriana
94332,Orchidaceae,Dactylorhiza x influenza
94333,Orchidaceae,Dactylorhiza x jenensis
94334,Orchidaceae,Dactylorhiza x kelleriana
94335,Orchidaceae,Dactylorhiza x kerneriorum
94337,Orchidaceae,Dactylorhiza x krylovii
94339,Orchidaceae,Dactylorhiza x lillsundica
94342,Orchidaceae,Dactylorhiza x mielichhoferi
162178,Orchidaceae,Dactylorhiza x mixta
94343,Orchidaceae,Dactylorhiza x monticola
94347,Orchidaceae,Dactylorhiza x paridaeniana
94348,Orchidaceae,Dactylorhiza x predaensis
610262,Orchidaceae,Dactylorhiza x richteri
94355,Orchidaceae,Dactylorhiza x senayi
94356,Orchidaceae,Dactylorhiza x serbica
94358,Orchidaceae,Dactylorhiza x stagni-novi
94360,Orchidaceae,Dactylorhiza x stenkyrkae
94361,Orchidaceae,Dactylorhiza x stenostachys
94363,Orchidaceae,Dactylorhiza x templinensis
94365,Orchidaceae,Dactylorhiza x townsendiana
94366,Orchidaceae,Dactylorhiza x transiens
611213,Orchidaceae,Dactylorhiza x uliginosa
94368,Orchidaceae,Dactylorhiza x vermeuleniana
94369,Orchidaceae,Dactylorhiza x versicolor
94370,Orchidaceae,Dactylorhiza x weissenbachiana
94371,Orchidaceae,Dactylorhiza x wiefelspuetziana
94372,Orchidaceae,Dactylorhiza x wintonii
611215,Orchidaceae,Dactylorhiza maculata subsp. ericetorum x Dactylorhiza traunsteineri
94266,Orchidaceae,Dactylorhiza maculata
611207,Orchidaceae,Dactylorhiza majalis subsp. alpestris x Dactylorhiza incarnata subsp. cruenta
611205,Orchidaceae,Dactylorhiza majalis subsp. alpestris x Dactylorhiza sudetica
611203,Orchidaceae,Dactylorhiza majalis x Dactylorhiza sphagnicola
94267,Orchidaceae,Dactylorhiza majalis
611208,Orchidaceae,Dactylorhiza occitanica x Dactylorhiza maculata
611214,Orchidaceae,Dactylorhiza praetermissa x Dactylorhiza traunsteineri
94273,Orchidaceae,Dactylorhiza praetermissa
94278,Orchidaceae,Dactylorhiza saccifera
94279,Orchidaceae,Dactylorhiza sambucina
94283,Orchidaceae,Dactylorhiza sphagnicola
611210,Orchidaceae,Dactylorhiza traunsteineri subsp. lapponica x Dactylorhiza viridis
94287,Orchidaceae,Dactylorhiza traunsteineri
706193,Orchidaceae,Disa borbonica
707141,Orchidaceae,Disperis oppositifolia var. mascarenensis
192749,Orchidaceae,Gennaria
99853,Orchidaceae,Gennaria diphylla
192967,Orchidaceae,Gymnadenia
100607,Orchidaceae,Gymnadenia conopsea
100608,Orchidaceae,Gymnadenia densiflora
611190,Orchidaceae,Gymnadenia x breinerorum
611189,Orchidaceae,Gymnadenia x chanousiana
611188,Orchidaceae,Gymnadenia x godferyana
100626,Orchidaceae,Gymnadenia x heufleri
100628,Orchidaceae,Gymnadenia x intermedia
162232,Orchidaceae,Gymnadenia x pyrenaica
162234,Orchidaceae,Gymnadenia x truongae
100613,Orchidaceae,Gymnadenia nigra
612483,Orchidaceae,Gymnadenia nigra nothosubsp. delphineae
612480,Orchidaceae,Gymnadenia nigra nothosubsp. eggeriana
612485,Orchidaceae,Gymnadenia nigra subsp. austriaca
612484,Orchidaceae,Gymnadenia nigra subsp. cenisia
612479,Orchidaceae,Gymnadenia nigra subsp. corneliana
612481,Orchidaceae,Gymnadenia nigra subsp. gabasiana
612482,Orchidaceae,Gymnadenia nigra subsp. rhellicani
100614,Orchidaceae,Gymnadenia odoratissima
100616,Orchidaceae,Gymnadenia pyrenaica
732052,Orchidaceae,Habenaria alterosula
971079,Orchidaceae,Habenaria cadetiorum
447871,Orchidaceae,Habenaria cryptostyla
721694,Orchidaceae,Habenaria frappieri
671310,Orchidaceae,Habenaria insularis
447872,Orchidaceae,Habenaria marquisensis
774198,Orchidaceae,Habenaria marquisensis subsp. marquisensis
774195,Orchidaceae,Habenaria marquisensis subsp. hallei
839792,Orchidaceae,Habenaria montis-wilhelminae
706351,Orchidaceae,Habenaria sigillum
706352,Orchidaceae,Habenaria spiraloides
447873,Orchidaceae,Habenaria tahitensis
774205,Orchidaceae,Habenaria tahitensis var. tahitensis
774208,Orchidaceae,Habenaria tahitensis var. fredjacqi
706353,Orchidaceae,Habenaria undulata
706354,Orchidaceae,Habenaria ventricosa
193215,Orchidaceae,Herminium
101315,Orchidaceae,Herminium monorchis
193282,Orchidaceae,Himantoglossum
102797,Orchidaceae,Himantoglossum hircinum
162131,Orchidaceae,Himantoglossum robertianum
195166,Orchidaceae,Neotinea
611040,Orchidaceae,Neotinea conica
717328,Orchidaceae,Neotinea x bugarachensis
162208,Orchidaceae,Neotinea x dietrichiana
109498,Orchidaceae,Neotinea lactea
109499,Orchidaceae,Neotinea maculata
162206,Orchidaceae,Neotinea tridentata
109501,Orchidaceae,Neotinea ustulata
162137,Orchidaceae,Neotinea ustulata var. ustulata
718722,Orchidaceae,Neotinea ustulata var. aestivalis
195496,Orchidaceae,Ophrys
110325,Orchidaceae,Ophrys aegirtica
610967,Orchidaceae,Ophrys annae x Ophrys conradiae
110331,Orchidaceae,Ophrys annae
610969,Orchidaceae,Ophrys apifera x Ophrys bertolonii
610978,Orchidaceae,Ophrys apifera x Ophrys conradiae
610971,Orchidaceae,Ophrys apifera x Ophrys provincialis
610970,Orchidaceae,Ophrys apifera x Ophrys saratoi
110335,Orchidaceae,Ophrys apifera
610936,Orchidaceae,Ophrys arachnitiformis x Ophrys bertolonii
610974,Orchidaceae,Ophrys arachnitiformis x Ophrys exaltata
610958,Orchidaceae,Ophrys arachnitiformis x Ophrys fusca
610945,Orchidaceae,Ophrys arachnitiformis x Ophrys incubacea
610952,Orchidaceae,Ophrys arachnitiformis x Ophrys provincialis
610926,Orchidaceae,Ophrys arachnitiformis x Ophrys scolopax
110341,Orchidaceae,Ophrys arachnitiformis
610933,Orchidaceae,Ophrys aranifera x Ophrys bertolonii
717806,Orchidaceae,Ophrys aranifera x Ophrys catalaunica
610938,Orchidaceae,Ophrys aranifera x Ophrys fusca
717807,Orchidaceae,Ophrys aranifera x Ophrys tenthredinifera subsp. ficalhoana
110345,Orchidaceae,Ophrys aranifera
162331,Orchidaceae,Ophrys aranifera subsp. aranifera
621126,Orchidaceae,Ophrys aranifera subsp. massiliensis
718256,Orchidaceae,Ophrys aranifera subsp. praecox
110346,Orchidaceae,Ophrys argensonensis
717808,Orchidaceae,Ophrys aveyronensis x Ophrys exaltata
717809,Orchidaceae,Ophrys aveyronensis x Ophrys tenthredinifera subsp. ficalhoana
610979,Orchidaceae,Ophrys aveyronensis x Ophrys virescens
110354,Orchidaceae,Ophrys aveyronensis
610935,Orchidaceae,Ophrys aymoninii x Ophrys passionis
610934,Orchidaceae,Ophrys aymoninii x Ophrys scolopax
110356,Orchidaceae,Ophrys aymoninii
610918,Orchidaceae,Ophrys bertolonii x Ophrys passionis
610937,Orchidaceae,Ophrys bertolonii x Ophrys provincialis
110357,Orchidaceae,Ophrys bertolonii
612526,Orchidaceae,Ophrys bertolonii subsp. bertolonii
110360,Orchidaceae,Ophrys bilunulata
717810,Orchidaceae,Ophrys bombyliflora x Ophrys eleonorae
610931,Orchidaceae,Ophrys bombyliflora x Ophrys fusca
717811,Orchidaceae,Ophrys bombyliflora x Ophrys scolopax
610973,Orchidaceae,Ophrys bombyliflora x Ophrys virescens
110362,Orchidaceae,Ophrys bombyliflora
717812,Orchidaceae,Ophrys catalaunica x Ophrys passionis
717813,Orchidaceae,Ophrys catalaunica x Ophrys scolopax
110368,Orchidaceae,Ophrys catalaunica
110372,Orchidaceae,Ophrys conradiae
521635,Orchidaceae,Ophrys corbariensis
110376,Orchidaceae,Ophrys crabronifera
610972,Orchidaceae,Ophrys exaltata x Ophrys fuciflora
610960,Orchidaceae,Ophrys exaltata x Ophrys funerea
717814,Orchidaceae,Ophrys exaltata x Ophrys passionis
610962,Orchidaceae,Ophrys exaltata x Ophrys speculum
110385,Orchidaceae,Ophrys exaltata
610923,Orchidaceae,Ophrys fuciflora subsp. elatior x Ophrys fuciflora
610922,Orchidaceae,Ophrys fuciflora x Ophrys incubacea
610921,Orchidaceae,Ophrys fuciflora x Ophrys passionis
610920,Orchidaceae,Ophrys fuciflora x Ophrys scolopax
610981,Orchidaceae,Ophrys fuciflora x Ophrys virescens
110392,Orchidaceae,Ophrys fuciflora
138286,Orchidaceae,Ophrys fuciflora subsp. fuciflora
138282,Orchidaceae,Ophrys fuciflora subsp. elatior
718257,Orchidaceae,Ophrys fuciflora subsp. montiliensis
718258,Orchidaceae,Ophrys fuciflora subsp. souchei
610948,Orchidaceae,Ophrys funerea x Ophrys fusca
717346,Orchidaceae,Ophrys funerea x Ophrys scolopax
110394,Orchidaceae,Ophrys funerea
610928,Orchidaceae,Ophrys fusca x Ophrys aranifera subsp. praecox
610927,Orchidaceae,Ophrys fusca x Ophrys passionis
610983,Orchidaceae,Ophrys fusca x Ophrys virescens
110395,Orchidaceae,Ophrys fusca
610966,Orchidaceae,Ophrys incubacea x Ophrys aranifera subsp. praecox
610957,Orchidaceae,Ophrys incubacea x Ophrys provincialis
610946,Orchidaceae,Ophrys incubacea x Ophrys saratoi
110409,Orchidaceae,Ophrys incubacea
717815,Orchidaceae,Ophrys insectifera x Ophrys subinsectifera
110410,Orchidaceae,Ophrys insectifera
110413,Orchidaceae,Ophrys iricolor
110498,Orchidaceae,Ophrys x albertiana
717342,Orchidaceae,Ophrys x alejandrei
110499,Orchidaceae,Ophrys x ambrosii
110500,Orchidaceae,Ophrys x apicula
610941,Orchidaceae,Ophrys x barauensis
610980,Orchidaceae,Ophrys x barbaricina
110507,Orchidaceae,Ophrys x bastiani
110509,Orchidaceae,Ophrys x bergonii
110510,Orchidaceae,Ophrys x bernardii
110516,Orchidaceae,Ophrys x broeckii
110518,Orchidaceae,Ophrys x carqueirannensis
110519,Orchidaceae,Ophrys x cascalesii
717343,Orchidaceae,Ophrys x castroviejoi
110520,Orchidaceae,Ophrys x cataldii
717344,Orchidaceae,Ophrys x celani
110522,Orchidaceae,Ophrys x chiesesica
110524,Orchidaceae,Ophrys x chobautii
110525,Orchidaceae,Ophrys x circaea
110526,Orchidaceae,Ophrys x clapensis
788818,Orchidaceae,Ophrys x colin-tocainae
110528,Orchidaceae,Ophrys x corinthiaca
110529,Orchidaceae,Ophrys x cortesii
610959,Orchidaceae,Ophrys x corvey-bironii
110530,Orchidaceae,Ophrys x cosana
110531,Orchidaceae,Ophrys x costei
110532,Orchidaceae,Ophrys x cranbrookiana
110535,Orchidaceae,Ophrys x daneschianum
717345,Orchidaceae,Ophrys x daunia
110537,Orchidaceae,Ophrys x devenensis
110538,Orchidaceae,Ophrys x domitia
110539,Orchidaceae,Ophrys x domus-maria
110540,Orchidaceae,Ophrys x duvigneaudiana
110541,Orchidaceae,Ophrys x eliasii
110544,Orchidaceae,Ophrys x epeirophora
110545,Orchidaceae,Ophrys x estacensis
110546,Orchidaceae,Ophrys x etrusca
717805,Orchidaceae,Ophrys x ezcaraiensis
110547,Orchidaceae,Ophrys x fabrei
608164,Orchidaceae,Ophrys x fayencensis
110551,Orchidaceae,Ophrys x fernandii
110552,Orchidaceae,Ophrys x ferruginea
110553,Orchidaceae,Ophrys x flahaultii
110555,Orchidaceae,Ophrys x fonsaudiensis
110557,Orchidaceae,Ophrys x gauthieri
110559,Orchidaceae,Ophrys x glanensis
110560,Orchidaceae,Ophrys x godferyana
110562,Orchidaceae,Ophrys x grampinii
110563,Orchidaceae,Ophrys x grinincensis
110564,Orchidaceae,Ophrys x heraultii
110565,Orchidaceae,Ophrys x hermosillae
110566,Orchidaceae,Ophrys x hoeppneri
110626,Orchidaceae,Ophrys x hybrida
110628,Orchidaceae,Ophrys x insidiosa
110632,Orchidaceae,Ophrys x jacquetii
110633,Orchidaceae,Ophrys x jarigei
110634,Orchidaceae,Ophrys x jeanpertii
788819,Orchidaceae,Ophrys x jegouae
110636,Orchidaceae,Ophrys x kelleri
110638,Orchidaceae,Ophrys x kohlmuellerorum
110640,Orchidaceae,Ophrys x laconensis
610939,Orchidaceae,Ophrys x lebeaultii
110641,Orchidaceae,Ophrys x leguerrierae
110644,Orchidaceae,Ophrys x lievreae
110645,Orchidaceae,Ophrys x llenasii
717347,Orchidaceae,Ophrys x lorenzii
110647,Orchidaceae,Ophrys x luizetii
110649,Orchidaceae,Ophrys x lyrata
110650,Orchidaceae,Ophrys x macchiatii
788889,Orchidaceae,Ophrys x maelleae
110651,Orchidaceae,Ophrys x maladroxiensis
110655,Orchidaceae,Ophrys x maremmae
717348,Orchidaceae,Ophrys x maurensis
110656,Orchidaceae,Ophrys x minuticauda
610944,Orchidaceae,Ophrys x mirandana
110661,Orchidaceae,Ophrys x nelsonii
110662,Orchidaceae,Ophrys x neocamusiae
110664,Orchidaceae,Ophrys x neoruppertii
110665,Orchidaceae,Ophrys x neowalteri
110666,Orchidaceae,Ophrys x nouletii
110667,Orchidaceae,Ophrys x obscura
110668,Orchidaceae,Ophrys x olbiensis
110674,Orchidaceae,Ophrys x panattensis
110675,Orchidaceae,Ophrys x pantaliciensis
110678,Orchidaceae,Ophrys x peltieri
110679,Orchidaceae,Ophrys x perrinii
110680,Orchidaceae,Ophrys x personei
138359,Orchidaceae,Ophrys x personei nothosubsp. bourlieri
138360,Orchidaceae,Ophrys x personei nothosubsp. personei
110684,Orchidaceae,Ophrys x pietzschii
110685,Orchidaceae,Ophrys x piscinica
610919,Orchidaceae,Ophrys x pourteiniae
717349,Orchidaceae,Ophrys x proxima
110688,Orchidaceae,Ophrys x pseudoapifera
110690,Orchidaceae,Ophrys x pseudofusca
110455,Orchidaceae,Ophrys x pseudospeculum
110692,Orchidaceae,Ophrys x quadriloba
110693,Orchidaceae,Ophrys x ragusana
110694,Orchidaceae,Ophrys x raimbaultii
110695,Orchidaceae,Ophrys x rainei
110698,Orchidaceae,Ophrys x royanensis
110700,Orchidaceae,Ophrys x samuelii
110701,Orchidaceae,Ophrys x sanconoensis
717350,Orchidaceae,Ophrys x sanctae-sofiae
110702,Orchidaceae,Ophrys x sancticyrensis
110705,Orchidaceae,Ophrys x semibombyliflora
610956,Orchidaceae,Ophrys x socae
110706,Orchidaceae,Ophrys x sommieri
610953,Orchidaceae,Ophrys x souliei
110709,Orchidaceae,Ophrys x spanui
717351,Orchidaceae,Ophrys x surdi
110714,Orchidaceae,Ophrys x tavignanensis
110715,Orchidaceae,Ophrys x todaroana
717352,Orchidaceae,Ophrys x turiana
110718,Orchidaceae,Ophrys x tytecana
110720,Orchidaceae,Ophrys x vicina
717816,Orchidaceae,Ophrys lupercalis x Ophrys aranifera subsp. massiliensis
717817,Orchidaceae,Ophrys lupercalis x Ophrys lutea
717818,Orchidaceae,Ophrys lupercalis x Ophrys tenthredinifera
717819,Orchidaceae,Ophrys lutea x Ophrys marmorata
610942,Orchidaceae,Ophrys lutea x Ophrys provincialis
110425,Orchidaceae,Ophrys lutea
138315,Orchidaceae,Ophrys lutea subsp. lutea
718259,Orchidaceae,Ophrys lutea subsp. corsica
612531,Orchidaceae,Ophrys lutea subsp. phryganae
610940,Orchidaceae,Ophrys magniflora x Ophrys passionis
610929,Orchidaceae,Ophrys majellensis
110427,Orchidaceae,Ophrys marmorata
788888,Orchidaceae,Ophrys minor
788890,Orchidaceae,Ophrys montis-aviarii
717820,Orchidaceae,Ophrys morisii x Ophrys incubacea
110432,Orchidaceae,Ophrys morisii
110660,Orchidaceae,Ophrys murbeckii
717821,Orchidaceae,Ophrys occidentalis x Ophrys lupercalis
717822,Orchidaceae,Ophrys occidentalis x Ophrys lutea
717823,Orchidaceae,Ophrys occidentalis x Ophrys scolopax
717824,Orchidaceae,Ophrys occidentalis x Ophrys speculum
717825,Orchidaceae,Ophrys occidentalis x Ophrys tenthredinifera
610930,Orchidaceae,Ophrys passionis x Ophrys speculum
717826,Orchidaceae,Ophrys passionis x Ophrys vasconica
110445,Orchidaceae,Ophrys passionis
608749,Orchidaceae,Ophrys philippi
610961,Orchidaceae,Ophrys provincialis x Ophrys scolopax
110452,Orchidaceae,Ophrys provincialis
610950,Orchidaceae,Ophrys saratoi x Ophrys vetula
110704,Orchidaceae,Ophrys saratoi
717827,Orchidaceae,Ophrys scolopax x Ophrys tenthredinifera subsp. ficalhoana
110468,Orchidaceae,Ophrys scolopax
138327,Orchidaceae,Ophrys scolopax subsp. scolopax
718260,Orchidaceae,Ophrys scolopax subsp. apiformis
110470,Orchidaceae,Ophrys sicula
610925,Orchidaceae,Ophrys speculum x Ophrys aranifera subsp. praecox
610924,Orchidaceae,Ophrys speculum x Ophrys provincialis
110473,Orchidaceae,Ophrys speculum
717341,Orchidaceae,Ophrys subinsectifera
110483,Orchidaceae,Ophrys tenthredinifera
718261,Orchidaceae,Ophrys tenthredinifera subsp. ficalhoana
138350,Orchidaceae,Ophrys tenthredinifera subsp. neglecta
138352,Orchidaceae,Ophrys tenthredinifera subsp. tenthredinifera
110491,Orchidaceae,Ophrys vasconica
110495,Orchidaceae,Ophrys vetula
610977,Orchidaceae,Ophrys virescens x Ophrys provincialis
610968,Orchidaceae,Ophrys virescens x Ophrys sulcata
610963,Orchidaceae,Ophrys virescens
195513,Orchidaceae,Orchis
110801,Orchidaceae,Orchis anthropophora
160951,Orchidaceae,Orchis brancifortii
111026,Orchidaceae,Orchis x amsittenii
986475,Orchidaceae,Orchis x angusticruris
111031,Orchidaceae,Orchis x arunca
111038,Orchidaceae,Orchis x bergonii
111039,Orchidaceae,Orchis x beyrichii
608862,Orchidaceae,Orchis x bispuria
610984,Orchidaceae,Orchis x elsarocchiae
111124,Orchidaceae,Orchis x hybrida
111136,Orchidaceae,Orchis x klopfensteiniae
111146,Orchidaceae,Orchis x loreziana
111153,Orchidaceae,Orchis x meilsheimeri
610987,Orchidaceae,Orchis x navarrensis
162157,Orchidaceae,Orchis x orphanidesii
717354,Orchidaceae,Orchis x palanchonii
111171,Orchidaceae,Orchis x penzigiana
610985,Orchidaceae,Orchis x plessidiaca
111200,Orchidaceae,Orchis x serraniana
111203,Orchidaceae,Orchis x spuria
111213,Orchidaceae,Orchis x tingitania
111224,Orchidaceae,Orchis x wilmsii
610991,Orchidaceae,Orchis langei x Orchis mascula
110894,Orchidaceae,Orchis langei
110914,Orchidaceae,Orchis mascula
138392,Orchidaceae,Orchis mascula subsp. mascula
845481,Orchidaceae,Orchis mascula subsp. ichnusae
138395,Orchidaceae,Orchis mascula subsp. signifera
110920,Orchidaceae,Orchis militaris
610990,Orchidaceae,Orchis olbiensis x Orchis provincialis
110942,Orchidaceae,Orchis olbiensis
110945,Orchidaceae,Orchis pallens
110953,Orchidaceae,Orchis pauciflora
110961,Orchidaceae,Orchis provincialis
110966,Orchidaceae,Orchis purpurea
110987,Orchidaceae,Orchis simia
110994,Orchidaceae,Orchis spitzelii
671328,Orchidaceae,Peristylus minimiflorus
447879,Orchidaceae,Peristylus societatis
196365,Orchidaceae,Platanthera
114009,Orchidaceae,Platanthera algeriensis
114011,Orchidaceae,Platanthera bifolia
114012,Orchidaceae,Platanthera chlorantha
114019,Orchidaceae,Platanthera x hybrida
196806,Orchidaceae,Pseudorchis
116206,Orchidaceae,Pseudorchis albida
139460,Orchidaceae,Pseudorchis albida subsp. albida
197596,Orchidaceae,Serapias
122794,Orchidaceae,Serapias cordigera
989014,Orchidaceae,Serapias cordigera subsp. cordigera
122838,Orchidaceae,Serapias x albertii
122840,Orchidaceae,Serapias x ambigua
122843,Orchidaceae,Serapias x broeckii
122845,Orchidaceae,Serapias x cythereis
122852,Orchidaceae,Serapias x godferyi
122853,Orchidaceae,Serapias x grenieri
122856,Orchidaceae,Serapias x intermedia
122857,Orchidaceae,Serapias x kelleri
122861,Orchidaceae,Serapias x meridionalis
122866,Orchidaceae,Serapias x provincialis
122868,Orchidaceae,Serapias x rainei
122872,Orchidaceae,Serapias x semilingua
611440,Orchidaceae,Serapias lingua x Serapias olbia
122810,Orchidaceae,Serapias lingua
122819,Orchidaceae,Serapias neglecta
122822,Orchidaceae,Serapias nurrica
611441,Orchidaceae,Serapias olbia x Serapias vomeracea
122824,Orchidaceae,Serapias olbia
122830,Orchidaceae,Serapias parviflora
122836,Orchidaceae,Serapias strictiflora
122837,Orchidaceae,Serapias vomeracea
198560,Orchidaceae,Traunsteinera
127117,Orchidaceae,Traunsteinera globosa
198976,Orchidaceae,x Anacamptiplatanthera
130161,Orchidaceae,x Anacamptiplatanthera payotii
198978,Orchidaceae,x Anacamptorchis
611326,Orchidaceae,Anacamptis laxiflora x Orchis mascula
162255,Orchidaceae,x Anacamptorchis bassoulsii
162256,Orchidaceae,x Anacamptorchis bonnieriana
162167,Orchidaceae,x Anacamptorchis celtiberica
610302,Orchidaceae,x Anacamptorchis christiani-bernardii
162205,Orchidaceae,x Anacamptorchis grazianiae
611327,Orchidaceae,x Anacamptorchis ladurneri
162210,Orchidaceae,x Anacamptorchis lauzensis
162237,Orchidaceae,x Anacamptorchis morioides
162211,Orchidaceae,x Anacamptorchis neogennarii
162212,Orchidaceae,x Anacamptorchis perretii
198989,Orchidaceae,x Chamodenia
130203,Orchidaceae,x Chamodenia heteroglossa
715608,Orchidaceae,x Dactylanthera
717698,Orchidaceae,x Dactylanthera brueggeri
