TRIGRAMME,NOM_VALIDE,CD_NOM
Epixamb,"Epilobium x ambigens Hausskn., 1884","96293"
Epixamp,"Epilobium x amphibolum Hausskn., 1884","96294"
Epixasc,"Epilobium x aschersonianum Hausskn., 1884","96297"
Epixboi,"Epilobium x boissieri Hausskn., 1884","96303"
Epixbor,"Epilobium x borbasianum Hausskn., 1884","96304"
Epixbor2,"Epilobium x bordereanum Hausskn., 1884","96305"
Epixbra,"Epilobium x brachiatum ?elak., 1875","96306"
Epixbre,"Epilobium x brevipilum Hausskn., 1884","96307"
Epixbre2,"Epilobium x brevipilum subsp. brevipilum Hausskn., 1884","134136"
Epixbre3,"Epilobium x brevipilum subsp. nebrodense (Strobl ex Hausskn.) Deschâtres, 1995","134135"
Epixcel,"Epilobium x celakovskyanum Hausskn., 1884","96310"
Epixcha,"Epilobium x charbonnelianum H.Lév., 1908","976637"
Epixcon,"Epilobium x confine Hausskn., 1884","96314"
Epixdac,"Epilobium x dacicum Borbás, 1879","96315"
Epixdas,"Epilobium x dasycarpum Fr., 1828","96316"
Epixdec,"Epilobium x decipiens F.W.Schultz, 1858","96317"
Epixduf,"Epilobium x dufftii Hausskn., 1884","96319"
Epixerr,"Epilobium x erroneum Hausskn., 1884","96323"
Epixfal,"Epilobium x fallacinum Hausskn., 1884","96324"
Epixfin,"Epilobium x finitimum Hausskn., 1884","96325"
Epixfos,"Epilobium x fossicola Smejkal, 1995","96329"
Epixfre,"Epilobium x freynii ?elak., 1881","96330"
Epixger2,"Epilobium x gerstlaueri Rubner, 1908","96335"
Epixgla,"Epilobium x glanduligerum Knaf ex ?elak., 1878","96337"
Epixgoe,"Epilobium x goerzii Rubner, 1908","96338"
Epixgre,"Epilobium x grenieri Rouy & E.G.Camus, 1901","96340"
Epixhau,"Epilobium x haussknechtianum Borbás, 1879","96341"
Epixhay,"Epilobium x haynaldianum Hausskn., 1884","96342"
Epixhec,"Epilobium x hectori-leveilleanum Thell., 1920","96343"
Epixhut,"Epilobium x huteri Borbás ex Hausskn., 1884","96347"
Epixigl,"Epilobium x iglaviense Smejkal, 1995","96357"
Epixint,"Epilobium x intersitum Hausskn., 1884","96361"
Epixkra,"Epilobium x krausei Uechtr., 1866","96363"
Epixlam,"Epilobium x lamotteanum Hausskn., 1884","96365"
Epixlan,"Epilobium x langeanum Hausskn., 1884","96366"
Epixlar,"Epilobium x larambergianum F.W.Schultz, 1858","96367"
Epixlas,"Epilobium x laschianum Hausskn., 1884","96368"
Epixlim,"Epilobium x limosum Schur, 1866","96371"
Epixmar,"Epilobium x marshallianum Hausskn., 1892","96372"
Epixmen,"Epilobium x mentiens Smejkal, 1995","966654"
Epixmon,"Epilobium x montaniforme ?elak., 1881","96375"
Epixmou,"Epilobium x mouillefarinei H.Lév., 1903","96377"
Epixneo,"Epilobium x neogradense Borbás, 1879","96381"
Epixnov,"Epilobium x novae-civitatis Smejkal, 1974","96382"
Epixnut,"Epilobium x nutantiflorum Smejkal, 1995","96384"
Epixpal,"Epilobium x palatinum F.W.Schultz, 1853","96386"
Epixpal2,"Epilobium x palatinum subsp. palatinum F.W.Schultz, 1853","134138"
Epixpal3,"Epilobium x palatinum subsp. weissenburgense (F.W.Schultz) J.Duvign. & Lambinon, 1993","134137"
Epixper,"Epilobium x percollinum Simonk., 1891","96390"
Epixper2,"Epilobium x persicinum Rchb., 1832","96391"
Epixpro,"Epilobium x probstii H.Lév., 1909","96394"
Epixpse,"Epilobium x pseudocollinum H.Lév., 1916","976673"
Epixpse2,"Epilobium x pseudotrigonum Borbás, 1877","96395"
Epixpur,"Epilobium x purpureum Fr., 1817","96396"
Epixrad,"Epilobium x radoi Borbás, 1889","96397"
Epixrat,"Epilobium x ratisbonense Rubner, 1906","96398"
Epixriv,"Epilobium x rivulare Wahlenb., 1820","96402"
Epixriv2,"Epilobium x rivulicola Hausskn., 1884","96403"
Epixsch3,"Epilobium x schmidtianum Rostk. & W.L.E.Schmidt, 1824","96408"
Epixsch4,"Epilobium x schultzeanum Hausskn., 1884","96410"
Epixsem,"Epilobium x semiobscurum Borbás, 1879","96413"
Epixsen,"Epilobium x sennenianum H.Lév., 1916","962491"
Epixsim,Epilobium x simulatum Hausskn.,"96414"
Epixsub,"Epilobium x subhirsutum Gennari, 1851","96416"
Epixthu,"Epilobium x thuringiacum Hausskn., 1884","96420"
Epixudi,"Epilobium x udicola Hausskn., 1884","96423"
Epixvic,"Epilobium x vicinum Smejkal, 1995","966656"
Epixwat,"Epilobium x waterfallii E.S.Marshall, 1916","96424"
Epilan,"Epilobium lanceolatum Sebast. & Mauri, 1818","96191"
Epilep2,"Epilobium leptophyllum Raf., 1814","762013"
Epimon,"Epilobium montanum L., 1753","96208"
Epinut,"Epilobium nutans F.W.Schmidt, 1794","96218"
Epiobs,"Epilobium obscurum Schreb., 1771","96220"
Epipal2,"Epilobium palustre L., 1753","96226"
Epipar,"Epilobium parviflorum Schreb., 1771","96229"
Epiros,"Epilobium roseum Schreb., 1771","96251"
Epirosros,"Epilobium roseum subsp. roseum Schreb., 1771","134123"
Epitet,"Epilobium tetragonum L., 1753","96271"
Epitettet,"Epilobium tetragonum subsp. tetragonum L., 1753","134131"
Epitetsem,"Epilobium tetragonum nothosubsp. semiadnatum (Borbás) B.Bock, 2012","718228"
Epitetlam,"Epilobium tetragonum subsp. lamyi (F.W.Schultz) Nyman, 1879","134129"
Epitettou,"Epilobium tetragonum subsp. tournefortii (Michalet) H.Lév., 1896","134132"
OnaDum,"Onagreae Dumort., 1827","921229"
ClaPur,"Clarkia Pursh, 1814","190889"
Claamo,"Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr., 1918","91829"
Clapul,"Clarkia pulchella Pursh, 1814","91833"
Claung,"Clarkia unguiculata Lindl., 1837","91834"
"OenL.,2","Oenothera L., 1753","195388"
Oenamm,"Oenothera ammophila Focke, 1905","109905"
Oenang,"Oenothera angustissima R.R.Gates, 1913","109907"
Oenatr,"Oenothera atrovirens Shull & Bartlett, 1914","109909"
Oenbie,"Oenothera biennis L., 1753","109911"
Oencam,"Oenothera cambrica Rosta?ski, 1977","109914"
Oendef,"Oenothera deflexa R.R.Gates, 1936","611075"
Oendep,"Oenothera depressa Greene, 1891","109920"
Oendra,"Oenothera drawertii Renner ex Rosta?ski, 1966","109979"
Oendru,"Oenothera drummondii Hook., 1834","717333"
Oeners,"Oenothera ersteinensis R.Linder & R.Jean, 1970","109922"
Oengla,"Oenothera glazioviana Micheli, 1875","109926"
Oenhum,"Oenothera humifusa Nutt., 1818","109928"
Oenind,"Oenothera indecora Cambess., 1829","109930"
Oeniss,"Oenothera issleri Renner ex Rosta?ski, 1965","109931"
Oenxbra,"Oenothera x braunii Döll, 1862","109977"
Oenxfal,"Oenothera x fallax Renner, 1917","109980"
Oenxhei,"Oenothera x heiniana Teyber, 1896","109982"
Oenxpun,"Oenothera x punctulata Rosta?ski & Gutte, 1971","109985"
Oenxpur,"Oenothera x purpurans Borbás, 1903","109986"
Oenxwie,"Oenothera x wienii Renner ex Rosta?ski, 1977","109988"
Oenlac2,"Oenothera laciniata Hill, 1768","109933"
Oenlig,"Oenothera ligerica Deschâtres & R.Jean, 2013","717802"
Oenlin,"Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch, 2007","717334"
Oenlon,"Oenothera longiflora L., 1771","109937"
Oenmol,"Oenothera mollissima L., 1753","611076"
Oennud,"Oenothera nuda Renner ex Rosta?ski, 1968","109942"
Oenoak,"Oenothera oakesiana (A.Gray) J.W.Robbins ex S.Watson & Coult., 1890","109943"
Oenoeh,"Oenothera oehlkersii Kappus, 1966","614967"
Oenpar,"Oenothera parodiana Munz, 1933","109948"
Oenpar2,"Oenothera parviflora L., 1759","109949"
Oenper,"Oenothera perennis L., 1759","717335"
Oenpyc,"Oenothera pycnocarpa G.F.Atk. & Bartlett, 1913","109954"
Oenros,"Oenothera rosea L'Hér. ex Aiton, 1789","109956"
Oenrub,"Oenothera rubricaulis Kleb., 1914","109958"
Oensin,"Oenothera sinuosa W.L.Wagner & Hoch, 2007","717336"
Oenspe,"Oenothera speciosa Nutt., 1821","160398"
Oenstr,"Oenothera stricta Ledeb. ex Link, 1821","109965"
Oenstu,"Oenothera stuchii Soldano, 1979","109968"
Oensua,"Oenothera suaveolens Pers., 1805","109969"
Oensub,"Oenothera subterminalis R.R.Gates, 1936","109971"
Oenvel,Oenothera velutina Renner,"717803"
Oenvil,"Oenothera villosa Thunb., 1794","109974"
Oenvilvil,"Oenothera villosa subsp. villosa Thunb., 1794","612522"
Erinit,"Erisma nitidum DC., 1828","735304"
Quaama,"Qualea amapaensis Balslev & S.A.Mori, 1981","735323"
Quamor,"Qualea mori-boomii Marc.-Berti, 1989","735309"
Quapol,"Qualea polychroma Stafleu, 1953","920453"
Quaros,"Qualea rosea Aubl., 1775","735311"
Quatri,"Qualea tricolor Benoist, 1915","735312"
Voccay,"Vochysia cayennensis Warm., 1875","735314"
Vocgla,"Vochysia glaberrima Warm., 1875","779725"
Vocney,"Vochysia neyratii Normand, 1977","735317"
Vocruf,"Vochysia rufescens W.A.Rodrigues, 1971","852668"
Vocsab,"Vochysia sabatieri Marc.-Berti, 1989","735318"
Vocsof,"Vochysia sofiae Marc.-Berti & Poncy, 2016","843383"
Vocspe,"Vochysia speciosa Warm., 1875","735319"
Vocsur,"Vochysia surinamensis Stafleu, 1948","735320"
Vocsursur,"Vochysia surinamensis var. surinamensis Stafleu, 1948","741641"
Voctet,"Vochysia tetraphylla (G.Mey.) DC., 1828","735321"
Voctom,"Vochysia tomentosa (G.Mey.) DC., 1828","735322"
NotHyv,Notothyladales Hyvönen & Piippo,"658424"
Not(Mi,Notothyladaceae (Milde) Müll.Frib. ex Prosk.,"187108"
PhaPro,"Phaeoceros Prosk., 1951","388345"
Phacar,"Phaeoceros carolinianus (Michx.) Prosk., 1951","6819"
Phaexi,"Phaeoceros exiguus (Steph.) J.Haseg., 1986","656515"
Phalae,"Phaeoceros laevis (L.) Prosk., 1951","6820"
NymSal,"Nymphaeales Salisb. ex Bercht. & J.Presl, 1820","597184"
CabRic,"Cabombaceae Rich. ex A.Rich., 1820 [nom. cons.]","597622"
CabAub,"Cabomba Aubl., 1775","606863"
Cabcar,"Cabomba caroliniana A.Gray, 1848","610664"
NymSal2,"Nymphaeaceae Salisb., 1805","187287"
NupSm.,"Nuphar Sm., 1809","195292"
Nupxspe,"Nuphar x spenneriana Gaudin, 1828","109744"
Nuplut,"Nuphar lutea (L.) Sm., 1809","109732"
Nuppum,"Nuphar pumila (Timm) DC., 1821","109735"
"NymL.,","Nymphaea L., 1753","445858"
Nymalb,"Nymphaea alba L., 1753","109750"
Nymcan,"Nymphaea candida J.Presl & C.Presl, 1822","109752"
Nymxmar,"Nymphaea x marliacea Lat.-Marl., 1888","611644"
VicLin,"Victoria Lindl., 1837","607017"
Vicama,"Victoria amazonica (Poepp.) Klotzsch, 1847","985887"
NymTho,"Nymphaeanae Thorne ex Reveal, 1992","597181"
OphLin,"Ophioglossales Link, 1833","187181"
OphMar,"Ophioglossaceae Martinov, 1820","187182"
BotC.P,"Botrychioideae C.Presl, 1845","846408"
BotSw.,"Botrychium Sw., 1801","189979"
Botlan,"Botrychium lanceolatum (S.G.Gmel.) Ångstr., 1854","86182"
Botlanlan,"Botrychium lanceolatum subsp. lanceolatum (S.G.Gmel.) Ångstr., 1854","959877"
Botlun,"Botrychium lunaria (L.) Sw., 1801","86183"
Botlunlun,"Botrychium lunaria var. lunaria (L.) Sw., 1801","970780"
Botmat,"Botrychium matricariifolium (Retz.) W.D.J.Koch, 1845","86186"
Botsim,"Botrychium simplex E.Hitchc., 1823","86199"
Botten,"Botrychium tenebrosum A.A.Eaton, 1899","86200"
SceLyo,"Sceptridium Lyon, 1905","453811"
Scemul,"Sceptridium multifidum (S.G.Gmel.) M.Nishida, 1958","121461"
OphC.P,"Ophioglossoideae C.Presl, 1845","846407"
"OphL.,2","Ophioglossum L., 1753","195485"
Ophazo,"Ophioglossum azoricum C.Presl, 1845","110306"
Ophxpse4,"Ophioglossum x pseudoazoricum Peruzzi, Pierini, Magrini, Marchetti & Viane, 2015","958525"
Ophlus,"Ophioglossum lusitanicum L., 1753","110307"
Ophpol,"Ophioglossum polyphyllum A.Braun, 1844","790152"
Ophvul,"Ophioglossum vulgatum L., 1753","110313"
OphKli,"Ophioglossidae Klinge, 1882","597587"
OrtDix,"Orthotrichales Dixon, 1932","187153"
OrtArn,"Orthotrichaceae Arn., 1825","187152"
CodSch,"Codonoblepharon Schwägr., 1824","786315"
Codfor,"Codonoblepharon forsteri (Dicks.) Goffinet, 2004","435952"
Lerneo,"Leratia neocaledonica Broth. & Paris, 1909","656767"
LewF.L,"Lewinskya F.Lara, Garilleti & Goffinet, 2016","839010"
Lewacu,"Lewinskya acuminata (H.Philib.) F.Lara, Garilleti & Goffinet, 2016","839011"
Lewaff,"Lewinskya affinis (Schrad. ex Brid.) F.Lara, Garilleti & Goffinet, 2016","839012"
Lewfas,"Lewinskya fastigiata (Bruch ex Brid.) Vigalondo, F.Lara & Garilleti, 2019","996279"
Lewibe,"Lewinskya iberica (F.Lara & Mazimpaka) F.Lara, Garilleti & Goffinet, 2016","962159"
Lewlae,"Lewinskya laevigata (J.E.Zetterst.) F.Lara, Garilleti & Goffinet, 2016","839013"
Lewrup,"Lewinskya rupestris (Schleich. ex Schwägr.) F.Lara, Garilleti & Goffinet, 2016","839014"
Lewsha,"Lewinskya shawii (Wilson) F.Lara, Garilleti & Goffinet, 2016","839015"
Lewspe,"Lewinskya speciosa (Nees) F.Lara, Garilleti & Goffinet, 2016","839016"
Lewstr,"Lewinskya striata (Hedw.) F.Lara, Garilleti & Goffinet, 2016","839017"
Macaurcal,"Macromitrium aurescens var. caledonicum (Thér.) Thouvenot, 2019","933234"
Maccar,"Macromitrium cardotii Thér., 1910","656784"
Macfra,"Macromitrium francii Thér., 1907","656787"
Machemsar,"Macromitrium hemitrichodes var. sarasinii (Thér.) Thouvenot, 2019","933241"
Machum,"Macromitrium humboldtense Thouvenot & Frank Müll., 2016","828606"
Maclae,"Macromitrium laevigatum Thér., 1910","656791"
Maclar,"Macromitrium larrainii Thouvenot & K.T.Yong, 2015","813335"
Macpan,"Macromitrium panduraefolium Thouvenot, 2018","912145"
Macpil,"Macromitrium pilosum Thér., 1907","656798"
Macpulpul,"Macromitrium pulchrum var. pulchrum Besch., 1873","933314"
Macpulneo,"Macromitrium pulchrum var. neocaledonicum (Besch.) Thouvenot, 2019","933315"
Macren,"Macromitrium renauldii Thér., 1907","656802"
Macruf,"Macromitrium rufipilum Cardot, 1908","656803"
Mactao,"Macromitrium taoense Thér., 1910","656809"
Mueatr,"Muelleriella atrata (Mitt.) Vitt, 1980","959187"
NyhHol,"Nyholmiella Holmen & E.Warncke, 1969","786314"
Nyhgym,"Nyholmiella gymnostoma (Bruch ex Brid.) Holmen & E.Warncke, 1969","786451"
Nyhobt,"Nyholmiella obtusifolia (Brid.) Holmen & E.Warncke, 1969","786450"
OrtHed,"Orthotrichum Hedw., 1801","195558"
Ortalp,Orthotrichum alpestre Bruch & Schimp.,"5016"
Ortano,"Orthotrichum anomalum Hedw., 1801","5017"
Ortbis,"Orthotrichum bistratosum (Schiffn.) J.Guerra, 1985","886719"
Ortcol,"Orthotrichum columbicum Mitt., 1864","786455"
Ortcon,"Orthotrichum consimile Mitt., 1864","5019"
Ortcre,"Orthotrichum crenulatum Mitt., 1859","434283"
Ortcup,"Orthotrichum cupulatum Hoffm. ex Brid., 1801","5020"
Ortcupcup,"Orthotrichum cupulatum var. cupulatum Hoffm. ex Brid., 1801","434604"
Ortcupfus,"Orthotrichum cupulatum var. fuscum (Venturi) Boulay, 1884","434605"
Ortcuprip,"Orthotrichum cupulatum var. riparium Huebener, 1833","434606"
Ortden,"Orthotrichum dentatum T.Kiebacher & Lüth, 2016","996097"
Ortdia,"Orthotrichum diaphanum Schrad. ex Brid., 1801","5021"
Ortflo,Orthotrichum flowersii Vitt,"792488"
Orthis2,"Orthotrichum hispanicum F.Lara, Garilleti & Mazimpaka, 2000","434285"
Ortmac,"Orthotrichum macrocephalum F.Lara, Garilleti & Mazimpaka, 1994","434286"
Ortmic,"Orthotrichum microcarpum De Not., 1863","434287"
Ortpal,"Orthotrichum pallens Bruch ex Brid., 1827","5028"
Ortpat,"Orthotrichum patens Bruch ex Brid., 1827","5029"
Ortphi,"Orthotrichum philibertii Venturi, 1878","5030"
Ortpse,"Orthotrichum pseudostramineum Dism., 1927","792485"
Ortpul,"Orthotrichum pulchellum Brunt., 1807","5034"
Ortpum,Orthotrichum pumilum Sw. ex anon.,"5031"
Ortriv,"Orthotrichum rivulare Turner, 1804","5035"
Ortrog,"Orthotrichum rogeri Brid., 1812","5036"
Ortsca,"Orthotrichum scanicum Grönvall, 1885","5038"
Ortsch,"Orthotrichum schimperi Hammar, 1852","5039"
Ortspr,"Orthotrichum sprucei Mont., 1845","5042"
Ortste,"Orthotrichum stellatum Brid., 1826","5043"
Ortstr2,"Orthotrichum stramineum Hornsch. ex Brid., 1827","5044"
Ortten,"Orthotrichum tenellum Bruch ex Brid., 1827","5046"
Orturn,"Orthotrichum urnigerum Myrin, 1833","5047"
Ortvit,"Orthotrichum vittii F.Lara, Garilleti & Mazimpaka, 1999","434288"
PlePlá,"Plenogemma Plášek, Sawicki & Ochyra, 2015","963795"
Plephy,"Plenogemma phyllantha (Brid.) Sawicki, Plášek & Ochyra, 2015","963796"
PulPlá,"Pulvigera Plášek, Sawicki & Ochyra, 2015","963549"
Pullye,"Pulvigera lyellii (Hook. & Taylor) Plášek, Sawicki & Ochyra, 2015","963550"
Schbra,"Schlotheimia brachyphylla Renauld & Cardot, 1894","842050"
Schden,"Schlotheimia densifolia Thér., 1908","656896"
Schrhy,"Schlotheimia rhystophylla Müll.Hal., 1898","656897"
UloD.M,"Ulota D.Mohr, 1806","198794"
Ulobru,"Ulota bruchii Hornsch. ex Brid., 1827","5049"
Ulocal,Ulota calvescens Wilson,"434297"
Ulocoa,"Ulota coarctata (P.Beauv.) Hammar, 1852","5050"
Ulocri,"Ulota crispa (Hedw.) Brid., 1819","5051"
Ulocri2,"Ulota crispula Bruch, 1827","819546"
Ulodru,"Ulota drummondii (Hook. & Grev.) Brid., 1826","5055"
Ulohut,"Ulota hutchinsiae (Sm.) Hammar, 1852","5056"
Uloint,"Ulota intermedia Schimp., 1876","5052"
Ulomac,"Ulota macrospora E.Bauer & Warnst., 1893","434299"
Uloreh,"Ulota rehmannii Jur., 1864","434300"
ZygHoo,"Zygodon Hook. & Taylor, 1818","199170"
Zygcon,"Zygodon conoideus (Dicks.) Hook. & Taylor, 1818","5063"
Zygconcon,"Zygodon conoideus var. conoideus (Dicks.) Hook. & Taylor, 1818","434609"
Zygden,"Zygodon dentatus (Limpr.) Kartt., 1984","5064"
Zyggra,"Zygodon gracilis Wilson, 1861","434301"
Zygrup,"Zygodon rupestris Schimp. ex Lorentz, 1865","5066"
Zygsti2,Zygodon stirtonii Schimp. ex Stirt.,"434303"
Zygvir,"Zygodon viridissimus (Dicks.) Brid., 1826","5067"
OsmLin,"Osmundales Link, 1833","187183"
OsmMar,"Osmundaceae Martinov, 1820","187184"
"OsmL.,","Osmunda L., 1753","195577"
Osmreg,"Osmunda regalis L., 1753","111815"
Osmregreg,"Osmunda regalis var. regalis L., 1753","970784"
Osmregspe,"Osmunda regalis var. spectabilis (Willd.) A.Gray, 1856","762352"
OxaBer,"Oxalidales Bercht. & J.Presl, 1820","593964"
Congra,"Connarus grandifolius Planch., 1850","629400"
Roubal,"Rourea balansana Baill., 1875","673691"
CodJ.R,"Codia J.R.Forst. & G.Forst., 1775","672547"
Codalb,Codia albicans Vieill. ex Pamp.,"673062"
Codalb2,"Codia albifrons (Brongn. ex Schinz & Guillaumin) Baker f., 1921","673063"
Codbel,"Codia belepensis H.C.Hopkins, 2007","674235"
Coddis,"Codia discolor (Brongn. & Gris) Guillaumin, 1940","674170"
Codfer,"Codia ferruginea Brongn. & Gris, 1862","673064"
Codfus,Codia fusca (Schltr.) H.C.Hopkins,"673798"
Codinc,Codia incrassata Pamp.,"673065"
Codjaf,"Codia jaffrei H.C.Hopkins & Fogliani, 2007","673862"
Codmac,"Codia mackeeana H.C.Hopkins & Fogliani, 2007","673861"
Codmic,"Codia microphylla Vieill. ex Guillaumin, 1943","673066"
Codmon,"Codia montana J.R.Forst. & G.Forst., 1775","673067"
Codnit,"Codia nitida Schltr., 1906","673068"
Codspa,"Codia spatulata Brongn. & Gris, 1862","674171"
Codtri,"Codia triverticillata H.C.Hopkins & Pillon, 2007","673863"
Codxer,"Codia xerophila Pillon, H.C.Hopkins & Gâteblé, 2014","791555"
Cunaou,"Cunonia aoupiniensis Hoogland, 1997","673070"
Cunatr,"Cunonia atrorubens Schltr., 1906","674172"
Cunaus,"Cunonia austrocaledonica Brongn. ex Guillaumin, 1941","673071"
Cunbal,"Cunonia balansae Brongn. & Gris, 1872","673072"
Cunbop,"Cunonia bopopensis Pillon & H.C.Hopkins, 2012","673947"
Cunbul,"Cunonia bullata Brongn. & Gris, 1872","673073"
Cuncer,"Cunonia cerifera Hoogland, 1997","674174"
Cundep,"Cunonia deplanchei Brongn. & Gris, 1862","673074"
Cundic,"Cunonia dickisonii Pillon & H.C.Hopkins, 2008","674076"
Cunxalt,"Cunonia x alticola Guillaumin, 1964","673069"
Cunxkog,"Cunonia x koghicola H.C.Hopkins, J.Bradford & Pillon, 2009","674243"
Cunlen,"Cunonia lenormandii Vieill. ex Brongn. & Gris, 1872","673075"
Cunlin,"Cunonia linearisepala (Guillaumin) Bernardi, 1964","673077"
Cunmac,Cunonia macrophylla Brongn. & Gris,"673078"
Cunmon,Cunonia montana (Brongn. & Gris) Schltr.,"673079"
Cunpse,"Cunonia pseudoverticillata Guillaumin, 1948","673080"
Cunpte,"Cunonia pterophylla (Brongn. & Gris) Schltr., 1906","674418"
Cunpul,"Cunonia pulchella Brongn. & Gris, 1862","673081"
Cunpur,"Cunonia purpurea Brongn. & Gris, 1862","673082"
Cunrot,"Cunonia rotundifolia Däniker, 1931","673083"
Cunrup,"Cunonia rupicola Hoogland, 1997","673084"
Cunsch,"Cunonia schinziana Däniker, 1931","673085"
Cunvar,"Cunonia varijuga Hoogland, 1997","673914"
Cunvie,"Cunonia vieillardii Brongn. & Gris, 1862","673086"
Geibal,"Geissois balansae Brongn. & Gris ex Guillaumin, 1941","673087"
Geibel,"Geissois belema Pillon & H.C.Hopkins, 2012","673948"
Geibra,"Geissois bradfordii H.C.Hopkins, 2007","674346"
Geihip,Geissois hippocastanifolia Guillaumin,"673088"
Geihir,"Geissois hirsuta Brongn. & Gris, 1862","673089"
Geilan,Geissois lanceolata (Vieill. ex Guillaumin) H.C.Hopkins,"673799"
Geimag,"Geissois magnifica Baker f., 1921","673090"
Geimon,"Geissois montana Vieill. ex Brongn. & Gris, 1862","673091"
Geipol,Geissois polyphylla Lécard ex Guillaumin,"673092"
Geipru,"Geissois pruinosa Brongn. & Gris, 1862","674374"
Geiprupru,"Geissois pruinosa var. pruinosa Brongn. & Gris, 1862","674520"
Geipruint,Geissois pruinosa var. intermedia (Vieill. ex Pamp.) H.C.Hopkins & Pillon,"674582"
Geirac,"Geissois racemosa Labill., 1851","673093"
Geitri,Geissois trifoliolata Pancher ex Guillaumin,"673094"
Geivel,"Geissois velutina Guillaumin ex H.C.Hopkins, 2006","673095"
HooMcP,"Hooglandia McPherson & Lowry, 2004","672642"
Hooign,"Hooglandia ignambiensis McPherson & Lowry, 2004","674342"
PanBro,"Pancheria Brongn. & Gris, 1862","672716"
Panaji,"Pancheria ajiearoana H.C.Hopkins, Pillon & J.Bradford, 2009","674078"
Panala,"Pancheria alaternoides Brongn. & Gris, 1862","673096"
Panbea,"Pancheria beauverdiana Pamp., 1905","673097"
Panbil,Pancheria billardierei (D.Don) Pamp.,"673098"
Panbru,"Pancheria brunhesii Pamp., 1905","673099"
Pancal,"Pancheria calophylla Guillaumin, 1941","673100"
Pancom,"Pancheria communis Baker f., 1921","673101"
